"DateTime","Average","Pepperwood Preserve A","Pepperwood Preserve B"
"2024-11-15 11:00:00",,3,3
"2024-11-15 11:10:00",,4,3
"2024-11-15 11:20:00",,3,3
"2024-11-15 11:30:00",,1,2
"2024-11-15 11:40:00",,3,3
"2024-11-15 11:50:00",,4,4
"2024-11-15 12:00:00",,4,5
"2024-11-15 12:10:00",,5,4
"2024-11-15 12:20:00",,4,5
"2024-11-15 12:30:00",,4,5
"2024-11-15 12:40:00",,5,5
"2024-11-15 12:50:00",,5,5
"2024-11-15 13:00:00",,4,5
"2024-11-15 13:10:00",,4,4
"2024-11-15 13:20:00",,5,4
"2024-11-15 13:30:00",,5,5
"2024-11-15 13:40:00",,6,5
"2024-11-15 13:50:00",,5,6
"2024-11-15 14:00:00",,7,6
"2024-11-15 14:10:00",,7,8
"2024-11-15 14:20:00",,9,8
"2024-11-15 14:30:00",,11,10
"2024-11-15 14:40:00",,11,10
"2024-11-15 14:50:00",,10,11
"2024-11-15 15:00:00",,10,9
"2024-11-15 15:10:00",,10,9
"2024-11-15 15:20:00",,10,8
"2024-11-15 15:30:00",,10,9
"2024-11-15 15:40:00",,10,9
"2024-11-15 15:50:00",,9,8
"2024-11-15 16:00:00",,11,9
"2024-11-15 16:10:00",,11,8
"2024-11-15 16:20:00",,11,10
"2024-11-15 16:30:00",,11,11
"2024-11-15 16:40:00",,12,11
"2024-11-15 16:50:00",,11,11
"2024-11-15 17:00:00",,10,11
"2024-11-15 17:10:00",,11,10
"2024-11-15 17:20:00",,10,10
"2024-11-15 17:30:00",,12,10
"2024-11-15 17:40:00",,10,12
"2024-11-15 17:50:00",,11,11
"2024-11-15 18:00:00",,11,11
"2024-11-15 18:10:00",,10,10
"2024-11-15 18:20:00",,10,11
"2024-11-15 18:30:00",,9,12
"2024-11-15 18:40:00",,11,12
"2024-11-15 18:50:00",,10,11
"2024-11-15 19:00:00",,11,11
"2024-11-15 19:10:00",,12,10
"2024-11-15 19:20:00",,9,11
"2024-11-15 19:30:00",,9,10
"2024-11-15 19:40:00",,9,10
"2024-11-15 19:50:00",,10,11
"2024-11-15 20:00:00",,9,8
"2024-11-15 20:10:00",,10,11
"2024-11-15 20:20:00",,9,10
"2024-11-15 20:30:00",,7,9
"2024-11-15 20:40:00",,7,8
"2024-11-15 20:50:00",,7,7
"2024-11-15 21:00:00",,6,8
"2024-11-15 21:10:00",,6,7
"2024-11-15 21:20:00",,8,7
"2024-11-15 21:30:00",,8,9
"2024-11-15 21:40:00",,9,9
"2024-11-15 21:50:00",,9,8
"2024-11-15 22:00:00",,9,7
"2024-11-15 22:10:00",,9,8
"2024-11-15 22:20:00",,9,10
"2024-11-15 22:30:00",,7,8
"2024-11-15 22:40:00",,8,10
"2024-11-15 22:50:00",,8,8
"2024-11-15 23:00:00",,10,9
"2024-11-15 23:10:00",,8,8
"2024-11-15 23:20:00",,6,10
"2024-11-15 23:30:00",,7,10
"2024-11-15 23:40:00",,8,13
"2024-11-15 23:50:00",,9,13
"2024-11-16 00:00:00",,9,11
"2024-11-16 00:10:00",,8,12
"2024-11-16 00:20:00",,9,10
"2024-11-16 00:30:00",,7,12
"2024-11-16 00:40:00",,9,10
"2024-11-16 00:50:00",,9,11
"2024-11-16 01:00:00",,8,12
"2024-11-16 01:10:00",,8,9
"2024-11-16 01:20:00",,8,8
"2024-11-16 01:30:00",,7,10
"2024-11-16 01:40:00",,6,8
"2024-11-16 01:50:00",,8,9
"2024-11-16 02:00:00",,6,7
"2024-11-16 02:10:00",,7,7
"2024-11-16 02:20:00",,8,7
"2024-11-16 02:30:00",,6,7
"2024-11-16 02:40:00",,5,7
"2024-11-16 02:50:00",,5,5
"2024-11-16 03:00:00",,7,8
"2024-11-16 03:10:00",,5,7
"2024-11-16 03:20:00",,6,6
"2024-11-16 03:30:00",,6,6
"2024-11-16 03:40:00",,6,7
"2024-11-16 03:50:00",,7,7
"2024-11-16 04:00:00",,8,8
"2024-11-16 04:10:00",,8,8
"2024-11-16 04:20:00",,8,7
"2024-11-16 04:30:00",,8,8
"2024-11-16 04:40:00",,8,7
"2024-11-16 04:50:00",,8,8
"2024-11-16 05:00:00",,9,6
"2024-11-16 05:10:00",,8,8
"2024-11-16 05:20:00",,7,7
"2024-11-16 05:30:00",,8,6
"2024-11-16 05:40:00",,7,5
"2024-11-16 05:50:00",,6,6
"2024-11-16 06:00:00",,6,6
"2024-11-16 06:10:00",,7,6
"2024-11-16 06:20:00",,6,6
"2024-11-16 06:30:00",,8,8
"2024-11-16 06:40:00",,7,7
"2024-11-16 06:50:00",,7,6
"2024-11-16 07:00:00",,6,6
"2024-11-16 07:10:00",,7,7
"2024-11-16 07:20:00",,7,8
"2024-11-16 07:30:00",,7,9
"2024-11-16 07:40:00",,6,8
"2024-11-16 07:50:00",,5,7
"2024-11-16 08:00:00",,7,7
"2024-11-16 08:10:00",,8,8
"2024-11-16 08:20:00",,9,10
"2024-11-16 08:30:00",,10,10
"2024-11-16 08:40:00",,9,8
"2024-11-16 08:50:00",,7,6
"2024-11-16 09:00:00",,7,8
"2024-11-16 09:10:00",,9,9
"2024-11-16 09:20:00",,9,9
"2024-11-16 09:30:00",,11,10
"2024-11-16 09:40:00",,12,11
"2024-11-16 09:50:00",,11,10
"2024-11-16 10:00:00",,9,9
"2024-11-16 10:10:00",,8,9
"2024-11-16 10:20:00",,8,8
"2024-11-16 10:30:00",,9,8
"2024-11-16 10:40:00",,9,7
"2024-11-16 10:50:00",,8,7
"2024-11-16 11:00:00",,9,7
"2024-11-16 11:10:00",,8,7
"2024-11-16 11:20:00",,8,6
"2024-11-16 11:30:00",,9,7
"2024-11-16 11:40:00",,7,5
"2024-11-16 11:50:00",,7,7
"2024-11-16 12:00:00",,7,7
"2024-11-16 12:10:00",,7,6
"2024-11-16 12:20:00",,11,9
"2024-11-16 12:30:00",,9,8
"2024-11-16 12:40:00",,8,7
"2024-11-16 12:50:00",,8,6
"2024-11-16 13:00:00",,8,5
"2024-11-16 13:10:00",,8,7
"2024-11-16 13:20:00",,10,8
"2024-11-16 13:30:00",,11,10
"2024-11-16 13:40:00",,14,12
"2024-11-16 13:50:00",,11,11
"2024-11-16 14:00:00",,12,11
"2024-11-16 14:10:00",,12,9
"2024-11-16 14:20:00",,13,11
"2024-11-16 14:30:00",,17,14
"2024-11-16 14:40:00",,13,12
"2024-11-16 14:50:00",,12,11
"2024-11-16 15:00:00",,11,10
"2024-11-16 15:10:00",,13,12
"2024-11-16 15:20:00",,11,10
"2024-11-16 15:30:00",,15,13
"2024-11-16 15:40:00",,11,11
"2024-11-16 15:50:00",,12,10
"2024-11-16 16:00:00",,12,10
"2024-11-16 16:10:00",,12,11
"2024-11-16 16:20:00",,14,12
"2024-11-16 16:30:00",,16,13
"2024-11-16 16:40:00",,15,14
"2024-11-16 16:50:00",,18,16
"2024-11-16 17:00:00",,18,16
"2024-11-16 17:10:00",,16,15
"2024-11-16 17:20:00",,14,14
"2024-11-16 17:30:00",,12,11
"2024-11-16 17:40:00",,11,9
"2024-11-16 17:50:00",,9,9
"2024-11-16 18:00:00",,10,10
"2024-11-16 18:10:00",,11,10
"2024-11-16 18:20:00",,10,10
"2024-11-16 18:30:00",,12,12
"2024-11-16 18:40:00",,12,11
"2024-11-16 18:50:00",,11,9
"2024-11-16 19:00:00",,9,10
"2024-11-16 19:10:00",,11,10
"2024-11-16 19:20:00",,10,10
"2024-11-16 19:30:00",,10,10
"2024-11-16 19:40:00",,10,9
"2024-11-16 19:50:00",,9,10
"2024-11-16 20:00:00",,9,9
"2024-11-16 20:10:00",,9,9
"2024-11-16 20:20:00",,10,9
"2024-11-16 20:30:00",,10,10
"2024-11-16 20:40:00",,12,10
"2024-11-16 20:50:00",,12,11
"2024-11-16 21:00:00",,12,12
"2024-11-16 21:10:00",,13,12
"2024-11-16 21:20:00",,12,10
"2024-11-16 21:30:00",,12,11
"2024-11-16 21:40:00",,13,12
"2024-11-16 21:50:00",,12,12
"2024-11-16 22:00:00",,12,12
"2024-11-16 22:10:00",,12,12
"2024-11-16 22:20:00",,12,11
"2024-11-16 22:30:00",,11,11
"2024-11-16 22:40:00",,11,10
"2024-11-16 22:50:00",,11,10
"2024-11-16 23:00:00",,9,9
"2024-11-16 23:10:00",,11,11
"2024-11-16 23:20:00",,12,11
"2024-11-16 23:30:00",,11,11
"2024-11-16 23:40:00",,12,11
"2024-11-16 23:50:00",,11,12
"2024-11-17 00:00:00",,12,11
"2024-11-17 00:10:00",,11,11
"2024-11-17 00:20:00",,12,12
"2024-11-17 00:30:00",,12,12
"2024-11-17 00:40:00",,13,12
"2024-11-17 00:50:00",,12,11
"2024-11-17 01:00:00",,12,12
"2024-11-17 01:10:00",,13,12
"2024-11-17 01:20:00",,13,12
"2024-11-17 01:30:00",,11,12
"2024-11-17 01:40:00",,12,11
"2024-11-17 01:50:00",,13,10
"2024-11-17 02:00:00",,11,12
"2024-11-17 02:10:00",,13,12
"2024-11-17 02:20:00",,13,11
"2024-11-17 02:30:00",,12,12
"2024-11-17 02:40:00",,12,12
"2024-11-17 02:50:00",,12,12
"2024-11-17 03:00:00",,12,12
"2024-11-17 03:10:00",,14,13
"2024-11-17 03:20:00",,12,13
"2024-11-17 03:30:00",,13,13
"2024-11-17 03:40:00",,14,13
"2024-11-17 03:50:00",,14,13
"2024-11-17 04:00:00",,14,14
"2024-11-17 04:10:00",,14,12
"2024-11-17 04:20:00",,15,13
"2024-11-17 04:30:00",,14,14
"2024-11-17 04:40:00",,14,12
"2024-11-17 04:50:00",,14,14
"2024-11-17 05:00:00",,15,15
"2024-11-17 05:10:00",,16,14
"2024-11-17 05:20:00",,16,16
"2024-11-17 05:30:00",,15,13
"2024-11-17 05:40:00",,15,14
"2024-11-17 05:50:00",,14,15
"2024-11-17 06:00:00",,16,14
"2024-11-17 06:10:00",,16,14
"2024-11-17 06:20:00",,15,14
"2024-11-17 06:30:00",,16,15
"2024-11-17 06:40:00",,15,13
"2024-11-17 06:50:00",,15,14
"2024-11-17 07:00:00",,15,13
"2024-11-17 07:10:00",,15,12
"2024-11-17 07:20:00",,15,13
"2024-11-17 07:30:00",,14,13
"2024-11-17 07:40:00",,12,12
"2024-11-17 07:50:00",,12,12
"2024-11-17 08:00:00",,13,12
"2024-11-17 08:10:00",,12,12
"2024-11-17 08:20:00",,13,12
"2024-11-17 08:30:00",,13,11
"2024-11-17 08:40:00",,13,12
"2024-11-17 08:50:00",,14,13
"2024-11-17 09:00:00",,12,11
"2024-11-17 09:10:00",,13,11
"2024-11-17 09:20:00",,13,11
"2024-11-17 09:30:00",,14,13
"2024-11-17 09:40:00",,14,12
"2024-11-17 09:50:00",,16,14
"2024-11-17 10:00:00",,17,15
"2024-11-17 10:10:00",,17,14
"2024-11-17 10:20:00",,16,13
"2024-11-17 10:30:00",,15,14
"2024-11-17 10:40:00",,15,15
"2024-11-17 10:50:00",,15,13
"2024-11-17 11:00:00",,15,13
"2024-11-17 11:10:00",,13,11
"2024-11-17 11:20:00",,13,11
"2024-11-17 11:30:00",,11,10
"2024-11-17 11:40:00",,11,9
"2024-11-17 11:50:00",,9,8
"2024-11-17 12:00:00",,11,9
"2024-11-17 12:10:00",,14,10
"2024-11-17 12:20:00",,13,12
"2024-11-17 12:30:00",,14,11
"2024-11-17 12:40:00",,15,12
"2024-11-17 12:50:00",,14,12
"2024-11-17 13:00:00",,14,14
"2024-11-17 13:10:00",,15,13
"2024-11-17 13:20:00",,16,13
"2024-11-17 13:30:00",,15,12
"2024-11-17 13:40:00",,14,13
"2024-11-17 13:50:00",,13,12
"2024-11-17 14:00:00",,13,12
"2024-11-17 14:10:00",,13,12
"2024-11-17 14:20:00",,14,12
"2024-11-17 14:30:00",,14,12
"2024-11-17 14:40:00",,18,16
"2024-11-17 14:50:00",,23,18
"2024-11-17 15:00:00",,23,19
"2024-11-17 15:10:00",,23,19
"2024-11-17 15:20:00",,23,21
"2024-11-17 15:30:00",,22,18
"2024-11-17 15:40:00",,21,19
"2024-11-17 15:50:00",,22,17
"2024-11-17 16:00:00",,19,20
"2024-11-17 16:10:00",,42,54
"2024-11-17 16:20:00",,54,67
"2024-11-17 16:30:00",,47,56
"2024-11-17 16:40:00",,59,71
"2024-11-17 16:50:00",,56,65
"2024-11-17 17:00:00",,53,63
"2024-11-17 17:10:00",,51,62
"2024-11-17 17:20:00",,35,53
"2024-11-17 17:30:00",,20,38
"2024-11-17 17:40:00",,15,26
"2024-11-17 17:50:00",,16,32
"2024-11-17 18:00:00",,14,34
"2024-11-17 18:10:00",,17,36
"2024-11-17 18:20:00",,23,42
"2024-11-17 18:30:00",,23,55
"2024-11-17 18:40:00",,16,45
"2024-11-17 18:50:00",,1,3
"2024-11-17 19:00:00",,2,2
"2024-11-17 19:10:00",,2,3
"2024-11-17 19:20:00",,2,5
"2024-11-17 19:30:00",,2,6
"2024-11-17 19:40:00",,4,6
"2024-11-17 19:50:00",,3,5
"2024-11-17 20:00:00",,5,7
"2024-11-17 20:10:00",,3,5
"2024-11-17 20:20:00",,3,7
"2024-11-17 20:30:00",,3,6
"2024-11-17 20:40:00",,5,6
"2024-11-17 20:50:00",,6,8
"2024-11-17 21:00:00",,4,8
"2024-11-17 21:10:00",,4,5
"2024-11-17 21:20:00",,4,7
"2024-11-17 21:30:00",,4,5
"2024-11-17 21:40:00",,4,6
"2024-11-17 21:50:00",,5,7
"2024-11-17 22:00:00",,6,8
"2024-11-17 22:10:00",,4,6
"2024-11-17 22:20:00",,4,7
"2024-11-17 22:30:00",,4,8
"2024-11-17 22:40:00",,4,7
"2024-11-17 22:50:00",,3,7
"2024-11-17 23:00:00",,4,6
"2024-11-17 23:10:00",,3,4
"2024-11-17 23:20:00",10.2,4,6
