2024-12-07 13:31:28.161400,0x433bc2b0,13.3025,66.25,3.75,3,-78,3
2024-12-07 13:33:11.450964,0x433aad0c,13.31,65.0,5.75,3,-47,3
2024-12-07 13:36:28.464979,0x433bc2b0,13.2975,60.0,4.25,3,-77,3
2024-12-07 13:41:28.679834,0x433bc2b0,13.295,61.25,4.5,3,-79,3
2024-12-07 13:43:11.969245,0x433aad0c,13.3,70.0,6.25,3,-41,3
2024-12-07 13:51:38.735374,0x433bc2b0,13.27875,75.0,5.0,3,-87,3
2024-12-07 13:53:13.034979,0x433aad0c,13.30125,67.5,6.0,3,-47,3
2024-12-07 13:54:33.360939,0x433bc2b0,13.29375,63.75,5.0,3,-77,3
2024-12-07 13:56:07.624501,0x433ad35c,13.52,62.5,4.0,3,-83,3
2024-12-07 13:56:27.845708,0x433b0098,13.29125,58.75,5.0,2,-73,2
2024-12-07 13:59:34.957933,0x433bc2b0,13.29125,66.25,6.0,3,-80,3
2024-12-07 14:01:07.873829,0x433ad35c,13.50875,75.0,5.75,3,-80,3
2024-12-07 14:01:28.458072,0x433b0098,13.285,65.0,5.25,2,-76,2
2024-12-07 14:03:13.403891,0x433aad0c,13.2925,73.75,6.0,3,-43,3
2024-12-07 14:04:35.872179,0x433bc2b0,13.26375,71.25,5.25,3,-73,3
2024-12-07 14:06:08.079000,0x433ad35c,13.50375,62.5,3.75,3,-85,3
2024-12-07 14:06:28.029844,0x433b0098,13.28,71.25,7.25,2,-74,2
2024-12-07 14:07:53.692793,0x433b0098,13.28,71.25,6.25,2,-74,2
2024-12-07 14:09:34.666080,0x433bc2b0,13.28875,67.5,6.75,3,-72,3
2024-12-07 14:11:08.320064,0x433ad35c,13.49625,62.5,4.25,3,-85,3
2024-12-07 14:11:42.097298,0x433ad35c,13.495,65.0,4.25,3,-86,3
2024-12-07 14:13:14.387287,0x433aad0c,13.29375,63.75,6.25,3,-45,3
2024-12-07 14:14:36.647375,0x433bc2b0,13.25625,87.5,5.25,3,-75,3
2024-12-07 14:17:53.782364,0x433b0098,13.28125,58.75,5.5,2,-73,2
2024-12-07 14:18:14.948242,0x433abf20,13.31375,60.0,-9.75,3,-102,3
2024-12-07 14:19:36.542021,0x433bc2b0,13.2875,65.0,5.25,3,-73,3
2024-12-07 14:22:10.513154,0x433bc2b0,13.28625,60.0,5.25,3,-73,3
2024-12-07 14:23:15.011386,0x433abf20,13.31,61.25,-10.0,3,-101,3
2024-12-07 14:23:17.401581,0x433aad0c,13.2925,60.0,6.25,3,-43,3
2024-12-07 14:27:53.938564,0x433b0098,13.28125,60.0,6.25,2,-74,2
2024-12-07 14:28:15.225112,0x433abf20,13.30625,67.5,-10.0,3,-101,3
2024-12-07 14:31:43.076366,0x433ad35c,13.4675,80.0,4.0,3,-82,3
2024-12-07 14:32:10.757320,0x433bc2b0,13.285,61.25,6.25,3,-74,3
2024-12-07 14:33:15.493996,0x433abf20,13.29875,75.0,-11.0,3,-102,3
2024-12-07 14:33:19.372389,0x433aad0c,13.29,58.75,6.25,3,-44,3
2024-12-07 14:38:03.495797,0x433b0098,13.2675,75.0,5.0,2,-73,2
2024-12-07 14:38:12.352963,0x433aafcc,18.39375,68.75,-12.5,4,-102,5
