2024-12-07 00:17:19.403715,0x433bc2b0,13.28875
2024-12-07 00:18:33.365498,0x433ad35c,13.49625
2024-12-07 00:19:07.156852,0x433ad35c,13.495
2024-12-07 00:20:39.453806,0x433aad0c,13.29375
2024-12-07 00:22:01.712743,0x433bc2b0,13.25625
2024-12-07 00:25:18.858063,0x433b0098,13.28125
2024-12-07 00:25:40.012768,0x433abf20,13.31375
2024-12-07 00:27:01.662162,0x433bc2b0,13.2875
2024-12-07 00:18:13.736603,0x433bc2b0,13.28625
2024-12-07 00:19:18.229518,0x433abf20,13.31
2024-12-07 00:19:20.608771,0x433aad0c,13.2925
2024-12-07 00:23:57.154561,0x433b0098,13.28125
2024-12-07 00:24:18.442276,0x433abf20,13.30625
