2024-12-07 21:12:24.609271,0x33644004,101,4.245,18.72,0.47691664
2024-12-07 21:13:24.640855,0x33644004,101,4.227,16.213333,0.6556944
2024-12-07 21:14:24.707535,0x33644004,101,4.253,21.746666,0.8344722
2024-12-07 21:15:04.075419,0x4358db28,44,3.672,20.746666,2.3246112
2024-12-07 21:15:24.958381,0x33644004,101,4.205,22.744999,1.013
2024-12-07 21:16:24.957935,0x33644004,101,4.215,19.96,1.1937778
2024-12-07 21:17:36.974148,0x33644004,101,4.26,19.853333,1.373889
2024-12-07 21:18:36.985861,0x33644004,101,4.214,17.800001,1.5371112
2024-12-07 21:19:36.893196,0x33644004,101,4.249,18.84,1.7174445
2024-12-07 21:20:37.129941,0x33644004,101,4.23,18.193333,1.8815554
2024-12-07 21:21:16.563956,0x4358db28,45,3.68,19.813334,3.4172778
2024-12-07 21:21:37.073913,0x33644004,101,4.236,22.758333,2.0771945
2024-12-07 21:22:37.176056,0x33644004,101,4.241,21.0,2.2413056
2024-12-07 21:23:37.232822,0x33644004,101,4.22,19.96,2.4223056
2024-12-07 21:24:37.250149,0x33644004,101,4.225,19.96,2.6033056
2024-12-07 21:25:37.191514,0x33644004,101,4.204,15.746667,2.7496388
2024-12-07 21:26:17.314400,0x4358db28,47,3.697,15.14,0.12569445
2024-12-07 21:26:37.343392,0x33644004,101,4.264,23.41,2.9589167
2024-12-07 21:27:37.251115,0x33644004,101,4.219,8.833333,3.0710278
2024-12-07 21:28:01.402329,0x4358db28,44,3.671,12.413333,0.12569445
2024-12-07 21:28:23.822613,0x33644004,99,4.186,21.683334,0.1805
2024-12-07 21:29:23.879963,0x33644004,101,4.241,14.1866665,0.34191668
2024-12-07 21:30:35.639077,0x33644004,101,4.209,16.213333,0.52069443
2024-12-07 21:31:35.689559,0x33644004,101,4.237,20.746666,0.6828056
2024-12-07 21:33:36.045259,0x33644004,101,4.262,20.973333,1.0436945
2024-12-07 21:34:13.660757,0x4358db28,39,3.626,17.933332,1.1963055
2024-12-07 21:34:36.290348,0x33644004,99,4.184,21.931665,1.224
2024-12-07 21:35:42.791946,0x33644004,101,4.239,13.795,0.09972223
2024-12-07 21:35:47.304643,0x4358db28,39,3.622,16.751667,0.1635
2024-12-07 21:36:42.950123,0x33644004,101,4.211,18.651667,0.294
2024-12-07 21:37:42.835683,0x33644004,101,4.225,18.853334,0.45744446
2024-12-07 21:38:42.302072,0x33644004,101,4.216,18.126667,0.14927778
2024-12-07 21:40:23.593033,0x33644004,101,4.211,18.941666,0.13350001
2024-12-07 21:41:19.927501,0x4358db28,42,3.654,20.716667,1.3177778
2024-12-07 21:41:23.694301,0x33644004,101,4.266,19.718332,0.32844442
2024-12-07 21:42:23.753346,0x33644004,101,4.209,19.72,0.50722224
2024-12-07 21:44:02.932884,0x33644004,101,4.231,18.893333,0.6706667
2024-12-07 21:45:03.020515,0x33644004,101,4.217,17.906668,0.8516666
2024-12-07 21:45:56.526655,0x33644004,101,4.255,15.003334,0.13350001
2024-12-07 21:46:56.736200,0x33644004,101,4.219,19.96,0.31358334
2024-12-07 21:47:46.800400,0x4358db28,38,3.618,20.973333,2.410861
2024-12-07 21:47:56.597896,0x33644004,101,4.212,20.918333,0.49388888
2024-12-07 21:48:56.827489,0x33644004,101,4.223,18.946667,0.6748889
2024-12-07 21:49:56.672299,0x33644004,101,4.21,21.0,0.839
2024-12-07 21:51:09.433301,0x33644004,100,4.191,21.0,1.02
2024-12-07 21:52:09.402457,0x33644004,101,4.208,19.96,1.201
2024-12-07 21:53:09.422818,0x33644004,101,4.222,19.96,1.382
2024-12-07 21:53:59.771904,0x4358db28,41,3.643,19.746668,3.5064168
2024-12-07 21:54:09.565310,0x33644004,101,4.254,21.691666,1.5603055
2024-12-07 21:55:09.484266,0x33644004,101,4.207,18.906666,1.7408612
2024-12-07 21:56:39.604745,0x33644004,101,4.237,18.475,0.13827778
2024-12-07 21:57:24.062446,0x4358db28,39,3.622,20.85,4.6498055
2024-12-07 21:57:39.872048,0x33644004,101,4.207,21.783335,0.3338889
2024-12-07 21:58:39.713546,0x33644004,101,4.24,18.906666,0.5144444
2024-12-07 21:59:39.753046,0x33644004,100,4.197,18.946667,0.67855555
2024-12-07 22:00:39.800752,0x33644004,101,4.253,18.92,0.8426666
2024-12-07 22:01:39.910567,0x33644004,101,4.254,22.013334,1.0236666
2024-12-07 22:02:39.899900,0x33644004,101,4.222,20.880001,1.1868888
2024-12-07 22:03:25.022077,0x4358db28,33,3.567,20.866667,5.7446947
2024-12-07 22:03:40.045646,0x33644004,100,4.192,21.878334,1.3834167
2024-12-07 22:07:43.211241,0x33644004,101,4.224,19.955,0.15038888
2024-12-07 22:08:43.255743,0x33644004,101,4.224,18.92,0.33047223
2024-12-07 22:09:43.397013,0x33644004,101,4.251,18.946667,0.4945833
2024-12-07 22:10:43.525882,0x33644004,101,4.245,17.906668,0.67558336
2024-12-07 22:29:31.451659,0x33644004,100,4.193,5.5816665,0.032166667
2024-12-07 22:30:23.757553,0x4358db28,49,3.717,4.761667,0.04013889
2024-12-07 22:30:31.528995,0x33644004,101,4.228,6.7050004,0.10333334
2024-12-07 22:31:31.598533,0x33644004,101,4.226,1.48,0.115444444
2024-12-07 22:32:31.673547,0x33644004,101,4.235,1.48,0.12755556
2024-12-07 22:33:31.740222,0x33644004,101,4.208,1.48,0.13966666
2024-12-07 22:34:31.815228,0x33644004,101,4.249,1.48,0.15177777
2024-12-07 22:35:31.764281,0x33644004,100,4.196,1.48,0.16388889
2024-12-07 22:36:23.896596,0x4358db28,48,3.705,1.48,0.13188888
2024-12-07 22:36:31.712163,0x33644004,101,4.252,3.4516666,0.19219445
2024-12-07 22:37:31.933481,0x33644004,101,4.247,1.48,0.20430556
2024-12-07 22:38:31.948699,0x33644004,101,4.247,1.48,0.21641667
2024-12-07 22:39:31.828432,0x33644004,101,4.238,1.48,0.22852777
2024-12-07 22:40:31.887674,0x33644004,101,4.229,1.48,0.2406389
2024-12-07 22:41:31.924991,0x33644004,101,4.216,1.48,0.25275
2024-12-07 22:42:24.193324,0x4358db28,49,3.714,1.48,0.2238889
2024-12-07 22:42:31.974753,0x33644004,100,4.194,3.4516666,0.28105554
2024-12-07 22:43:31.985145,0x33644004,101,4.229,1.48,0.29316667
2024-12-07 22:44:32.026017,0x33644004,101,4.227,1.48,0.3052778
2024-12-07 22:45:32.239298,0x33644004,101,4.203,1.48,0.3173889
2024-12-07 22:46:32.168257,0x33644004,100,4.197,1.48,0.3295
2024-12-07 22:47:32.149810,0x33644004,101,4.203,1.48,0.34161112
2024-12-07 22:48:24.263729,0x4358db28,48,3.709,1.48,0.31588888
2024-12-07 22:48:32.323022,0x33644004,101,4.231,3.4516666,0.36991668
2024-12-07 22:49:32.405481,0x33644004,101,4.243,1.48,0.38202778
2024-12-07 22:50:32.354196,0x33644004,101,4.247,1.48,0.39413887
2024-12-07 22:51:32.293166,0x33644004,101,4.254,1.48,0.40625
2024-12-07 22:52:32.477623,0x33644004,101,4.249,1.48,0.4183611
2024-12-07 22:53:32.378189,0x33644004,99,4.188,1.48,0.43047225
2024-12-07 22:54:24.641774,0x4358db28,47,3.7,1.48,0.4078889
2024-12-07 22:54:32.415466,0x33644004,101,4.248,3.4516666,0.4587778
2024-12-07 22:55:32.446473,0x33644004,100,4.196,1.48,0.47088888
2024-12-07 22:56:32.621738,0x33644004,101,4.224,1.48,0.483
2024-12-07 22:57:32.594729,0x33644004,100,4.196,1.48,0.4951111
2024-12-07 22:58:32.671952,0x33644004,101,4.204,1.48,0.50722224
2024-12-07 22:59:32.707255,0x33644004,101,4.262,1.48,0.5193333
2024-12-07 23:00:24.753513,0x4358db28,49,3.715,3.4233332,0.5160833
2024-12-07 23:00:32.812420,0x33644004,101,4.211,4.423333,0.56383336
2024-12-09 14:24:59.272048,0x33644004,101,4.225,1.48,0.5759445
2024-12-09 14:25:59.309873,0x33644004,101,4.234,1.48,0.58805555
2024-12-09 14:26:59.205715,0x33644004,101,4.257,1.48,0.6001667
2024-12-09 14:28:15.580823,0x33644004,101,4.234,5.5816665,0.032166667
2024-12-09 14:29:15.642650,0x33644004,101,4.244,2.4383333,0.06025
2024-12-09 14:29:39.234298,0x4358db28,46,3.686,1.48,0.67236114
2024-12-09 14:30:15.656052,0x33644004,101,4.207,3.4516666,0.08855556
2024-12-09 14:31:15.895707,0x33644004,101,4.208,1.48,0.10066667
2024-12-09 14:32:27.728578,0x33644004,101,4.206,1.48,0.11277778
2024-12-09 14:33:27.813241,0x33644004,101,4.21,1.48,0.12488889
2024-12-09 14:34:27.797116,0x33644004,101,4.242,0.75333333,0.12488889
2024-12-09 14:35:27.810236,0x33644004,101,4.211,1.48,0.1491111
2024-12-09 14:35:51.367153,0x4358db28,47,3.701,1.48,0.76436114
2024-12-09 14:36:46.537229,0x33644004,101,4.229,5.5816665,0.032166667
2024-12-09 14:37:46.670527,0x33644004,101,4.241,1.48,0.06025
2024-12-09 14:38:46.616880,0x33644004,101,4.231,1.48,0.07236111
2024-12-09 14:39:46.654486,0x33644004,101,4.24,1.48,0.084472224
2024-12-09 14:40:58.192413,0x33644004,101,4.237,1.48,0.09658333
2024-12-09 14:41:51.585312,0x4358db28,49,3.716,1.48,0.9206389
2024-12-09 14:41:58.365345,0x33644004,101,4.21,3.4516666,0.12488889
2024-12-09 14:42:58.296759,0x33644004,101,4.241,1.48,0.137
2024-12-09 14:43:58.396001,0x33644004,101,4.257,1.48,0.1491111
2024-12-09 14:44:58.471024,0x33644004,101,4.266,1.48,0.16122222
