2024-12-07 21:11:33.127134,0x4358db28,26.69077,54.258907,1017.41364,69.45485,21
2024-12-07 21:11:39.372229,0x4358db28,26.687944,54.30289,1017.43536,69.68689,21
2024-12-07 21:11:45.761475,0x4358db28,26.665815,54.509884,1017.4247,69.39709,22
2024-12-07 21:11:51.930246,0x4358db28,26.678652,54.474373,1017.4531,69.57067,22
2024-12-07 21:11:58.082902,0x4358db28,26.705757,54.340755,1017.4585,69.39709,22
2024-12-07 21:12:04.405448,0x4358db28,26.71297,54.14435,1017.4503,69.22436,23
2024-12-07 21:12:10.579404,0x4358db28,26.754496,53.8967,1017.5204,69.80348,23
2024-12-07 21:12:16.833211,0x4358db28,26.758823,53.85434,1017.5342,69.39709,24
2024-12-07 21:12:23.087734,0x4358db28,26.755959,54.03424,1017.52637,69.33942,24
2024-12-07 21:12:29.420424,0x4358db28,26.769629,54.132538,1017.52014,68.4857,26
2024-12-07 21:12:35.742058,0x4358db28,26.80587,54.10917,1017.47375,68.54196,27
2024-12-07 21:12:42.063552,0x4358db28,26.793676,54.356575,1017.46796,57.929836,40
2024-12-07 21:12:48.164795,0x4358db28,26.763412,54.363285,1017.4705,53.13408,56
2024-12-07 21:12:54.477895,0x4358db28,26.74563,54.299553,1017.4719,50.71202,71
2024-12-07 21:13:00.653061,0x4358db28,26.720526,54.392082,1017.47253,49.303616,83
2024-12-07 21:13:06.921816,0x4358db28,26.727976,54.336,1017.468,48.61419,93
2024-12-07 21:13:13.068568,0x4358db28,26.728207,54.402004,1017.468,47.94377,101
2024-12-07 21:13:19.342006,0x4358db28,26.715523,54.465813,1017.47974,47.157948,107
2024-12-07 21:13:25.573687,0x4358db28,26.70823,54.66439,1017.4981,46.76429,112
2024-12-07 21:13:32.264583,0x4358db28,26.727774,54.730446,1017.51495,46.14421,117
2024-12-07 21:13:38.044608,0x4358db28,26.711763,54.68713,1017.4954,45.94115,120
2024-12-07 21:13:44.455624,0x4358db28,26.720959,54.299133,1017.5727,52.797848,114
2024-12-07 21:13:50.711364,0x4358db28,26.78845,53.981503,1017.50116,57.451187,101
2024-12-07 21:13:56.795023,0x4358db28,26.771078,54.080235,1017.5268,51.022125,101
2024-12-07 21:14:03.043035,0x4358db28,26.773527,54.21771,1017.5173,48.276653,106
2024-12-07 21:14:09.276914,0x4358db28,26.788559,54.330547,1017.5098,46.9747,111
2024-12-07 21:14:15.620684,0x4358db28,26.79097,54.29734,1017.528,46.14421,116
2024-12-07 21:14:21.935668,0x4358db28,26.77839,54.454453,1017.53784,45.590073,120
2024-12-07 21:14:28.195373,0x4358db28,26.77849,54.534,1017.531,45.146496,124
2024-12-07 21:14:34.587440,0x4358db28,26.798756,54.432632,1017.5304,44.903774,127
2024-12-07 21:14:40.819254,0x4358db28,26.812582,54.261738,1017.54474,44.663647,129
2024-12-07 21:14:47.037933,0x4358db28,26.761229,54.203598,1017.53503,51.272953,122
2024-12-07 21:14:53.254587,0x4358db28,26.831661,53.874855,1017.5321,55.761803,109
2024-12-07 21:14:59.456444,0x4358db28,26.79599,54.016518,1017.5278,49.596687,109
2024-12-07 21:15:05.693445,0x4358db28,26.778706,54.27353,1017.52747,47.2648,113
2024-12-07 21:15:12.152242,0x4358db28,26.775824,54.482292,1017.53015,45.89067,117
2024-12-07 21:15:18.133497,0x4358db28,26.768341,54.60244,1017.55206,45.244324,122
2024-12-07 21:15:24.685543,0x4358db28,26.768291,54.61511,1017.566,44.568314,126
2024-12-07 21:15:30.600555,0x4358db28,26.780968,54.675476,1017.54913,44.237827,129
2024-12-07 21:15:37.189434,0x4358db28,26.783564,54.536118,1017.5656,44.004753,132
2024-12-07 21:15:43.021594,0x4358db28,26.80131,54.531937,1017.55725,43.728283,135
2024-12-07 21:15:49.446626,0x4358db28,26.808758,54.580666,1017.57367,43.54589,137
2024-12-07 21:15:55.999513,0x4358db28,26.816324,54.47396,1017.5585,43.36502,138
2024-12-07 21:16:02.158440,0x4358db28,26.816225,54.437424,1017.56036,43.230343,140
2024-12-07 21:16:08.061063,0x4358db28,26.8215,54.479164,1017.56714,43.230343,141
2024-12-07 21:16:14.417314,0x4358db28,26.823914,54.5159,1017.5645,42.87527,142
2024-12-07 21:16:20.686680,0x4358db28,26.828667,54.47714,1017.5661,43.007736,142
2024-12-07 21:16:26.863349,0x4358db28,26.82408,54.491997,1017.5767,42.743614,143
2024-12-07 21:16:33.652989,0x4358db28,26.821476,54.65476,1017.58105,42.56933,144
2024-12-07 21:16:51.281019,0x4358db28,26.806313,54.76338,1017.5676,42.48272,145
2024-12-07 21:16:57.574401,0x4358db28,26.806494,54.71931,1017.5624,42.35346,146
2024-12-07 21:17:03.821097,0x4358db28,26.768452,54.56723,1017.56366,48.557602,136
2024-12-07 21:17:10.245576,0x4358db28,26.828909,54.256756,1017.547,53.337875,122
2024-12-07 21:17:16.544673,0x4358db28,26.816399,54.506485,1017.5812,47.833828,120
2024-12-07 21:17:22.560717,0x4358db28,26.796082,54.54716,1017.5852,45.54036,123
2024-12-07 21:17:29.035847,0x4358db28,26.808743,54.523693,1017.5667,44.237827,127
2024-12-07 21:17:34.950027,0x4358db28,26.823797,54.44116,1017.56964,43.728283,131
2024-12-07 21:17:41.198136,0x4358db28,26.801416,54.31791,1017.5938,43.36502,134
2024-12-07 21:17:47.433148,0x4358db28,26.798706,54.42386,1017.5999,43.007736,137
2024-12-07 21:17:53.851714,0x4358db28,26.78358,54.54067,1017.576,42.78741,140
2024-12-07 21:18:00.253543,0x4358db28,26.761457,54.36906,1017.5768,49.187355,132
2024-12-07 21:18:06.162394,0x4358db28,26.84658,53.968037,1017.57336,53.440365,118
2024-12-07 21:18:12.594943,0x4358db28,26.818893,54.206955,1017.58545,47.888737,118
2024-12-07 21:18:18.769452,0x4358db28,26.833946,54.224922,1017.56934,45.195354,122
2024-12-07 21:18:24.944639,0x4358db28,26.849058,54.306496,1017.58636,44.004753,127
2024-12-07 21:18:31.179570,0x4358db28,26.849405,54.397255,1017.58124,43.18564,132
2024-12-07 21:18:37.589371,0x4358db28,26.844082,54.41696,1017.5744,42.56933,136
2024-12-07 21:18:43.817990,0x4358db28,26.837332,54.44623,1017.57367,42.310547,140
2024-12-07 21:18:50.253839,0x4358db28,26.809864,54.325706,1017.5851,48.472977,134
