time,stationID,T,RH,PM1P0,PM2P5,PM4P0,w_speed,w_deg
1/3/2025 8:25,aa-87-13-85,17.1,56.8,1,2,3,,
1/3/2025 8:30,aa-87-13-85,17.3,56.2,1,2,3,2.57,140
1/3/2025 8:35,aa-87-13-85,17.4,55.8,1,2,3,,
1/3/2025 8:40,aa-87-13-85,17.5,55.4,0,2,3,,
1/3/2025 8:45,aa-87-13-85,17.6,55.2,1,3,5,,
1/3/2025 8:50,aa-87-13-85,17.7,55.2,0,2,4,2.57,140
1/3/2025 8:55,aa-87-13-85,17.7,55.3,1,3,6,,
1/3/2025 9:00,aa-87-13-85,17.7,55.4,1,4,7,2.57,140
1/3/2025 9:05,aa-87-13-85,17.8,55.2,1,4,7,,
1/3/2025 9:10,aa-87-13-85,17.8,55.3,1,3,5,,
1/3/2025 9:15,aa-87-13-85,17.8,55.2,3,7,12,,
1/3/2025 9:20,aa-87-13-85,17.9,54.2,5,9,13,2.57,140
1/3/2025 9:25,aa-87-13-85,17.8,54.4,5,6,8,2.57,140
1/3/2025 9:30,aa-87-13-85,17.8,54.9,3,6,9,,
1/3/2025 9:35,aa-87-13-85,17.7,55.2,3,6,9,,
1/3/2025 9:40,aa-87-13-85,17.7,55.4,4,8,11,,
1/3/2025 9:45,aa-87-13-85,17.8,55.3,8,11,12,,
1/3/2025 9:50,aa-87-13-85,17.8,54.7,6,9,14,2.06,150
1/3/2025 9:55,aa-87-13-85,17.6,53.9,7,10,15,2.57,80
1/3/2025 10:00,aa-87-13-85,17.4,54.1,9,14,23,,
1/3/2025 10:05,aa-87-13-85,17.3,54.4,4,10,14,,
1/3/2025 10:10,aa-87-13-85,17.2,54.5,5,9,14,,
1/3/2025 10:15,aa-87-13-85,17.2,54.4,5,9,13,3.09,90
1/3/2025 10:20,aa-87-13-85,17.2,53.6,5,10,16,,
1/3/2025 10:25,aa-87-13-85,17.1,53.4,4,10,15,,
1/3/2025 10:30,aa-87-13-85,17.1,53.2,4,11,16,,
1/3/2025 10:35,aa-87-13-85,17.1,53.4,4,8,11,3.09,90
1/3/2025 10:40,aa-87-13-85,17,53.8,5,6,8,,
1/3/2025 10:45,aa-87-13-85,17,53.8,8,9,10,,
1/3/2025 10:50,aa-87-13-85,17,53.8,7,7,11,2.57,100
1/3/2025 10:55,aa-87-13-85,16.9,54.2,7,12,16,,
1/3/2025 11:00,aa-87-13-85,16.9,54.3,6,9,14,3.09,140
1/3/2025 11:05,aa-87-13-85,17,54.4,7,8,10,,
1/3/2025 11:10,aa-87-13-85,17.1,54.6,6,12,16,,
1/3/2025 11:15,aa-87-13-85,17.3,54.9,10,13,20,2.57,100
1/3/2025 11:20,aa-87-13-85,17.7,54.8,10,13,16,,
1/3/2025 11:25,aa-87-13-85,18.1,54.2,8,10,12,,
1/3/2025 11:30,aa-87-13-85,18.2,53.8,9,10,12,2.57,100
1/3/2025 11:35,aa-87-13-85,18.2,53.4,8,9,10,,
1/3/2025 11:40,aa-87-13-85,18.1,53.3,9,22,31,,
1/3/2025 11:45,aa-87-13-85,18.1,53.6,7,8,9,2.57,100
1/3/2025 11:50,aa-87-13-85,18,54,8,15,20,,
1/3/2025 11:55,aa-87-13-85,18,54.3,7,14,19,,
1/3/2025 12:00,aa-87-13-85,18.7,54.6,7,8,12,3.09,140
1/3/2025 12:05,aa-87-13-85,19.2,52.1,5,11,15,,
1/3/2025 12:10,aa-87-13-85,19.4,53.1,5,10,14,,
1/3/2025 12:15,aa-87-13-85,19.8,50.8,1,2,3,,
1/3/2025 12:20,aa-87-13-85,20,50.6,1,4,7,3.09,140
1/3/2025 12:25,aa-87-13-85,20.5,50.1,0,2,4,,
1/3/2025 12:30,aa-87-13-85,21.3,47.3,1,4,7,,
1/3/2025 12:35,aa-87-13-85,21.5,45.6,1,1,2,3.09,140
1/3/2025 12:40,aa-87-13-85,22.1,45.6,3,6,8,,
1/3/2025 12:45,aa-87-13-85,23,42.5,1,4,7,0.89,119
1/3/2025 12:50,aa-87-13-85,22.4,42.5,0,2,3,,
1/3/2025 12:55,aa-87-13-85,22,42.7,1,4,6,,
1/3/2025 13:00,aa-87-13-85,22.2,42.8,1,4,8,1.54,210
1/3/2025 13:05,aa-87-13-85,23.7,39.4,1,4,7,,
1/3/2025 13:10,aa-87-13-85,23.9,37.6,1,3,6,1.54,210
1/3/2025 13:15,aa-87-13-85,23.6,37.2,3,8,12,,
1/3/2025 13:20,aa-87-13-85,23.1,37.6,1,4,7,,
1/3/2025 13:25,aa-87-13-85,22.7,38.8,3,6,10,1.54,210
1/3/2025 13:30,aa-87-13-85,22.3,39.3,1,4,6,,
1/3/2025 13:35,aa-87-13-85,22,40.1,1,4,7,,
1/3/2025 13:40,aa-87-13-85,21.9,40.6,1,2,4,,
1/3/2025 13:45,aa-87-13-85,21.5,41.1,1,4,7,4.63,250
1/3/2025 13:50,aa-87-13-85,21.4,41.9,3,10,15,,
1/3/2025 13:55,aa-87-13-85,22.1,40.3,1,2,4,,
1/3/2025 14:00,aa-87-13-85,22.5,38.7,1,4,7,3.6,250
1/3/2025 14:05,aa-87-13-85,22.3,38.7,1,2,3,,
1/3/2025 14:10,aa-87-13-85,22.8,38.8,2,7,11,,
1/3/2025 14:15,aa-87-13-85,22.9,37.2,1,4,7,,
1/3/2025 14:20,aa-87-13-85,22.1,38.7,1,4,7,5.14,250
1/3/2025 14:25,aa-87-13-85,21.4,40.1,1,4,7,,
1/3/2025 14:30,aa-87-13-85,20.5,41.3,1,3,6,5.14,250
1/3/2025 14:35,aa-87-13-85,19.8,42.1,2,9,15,,
1/3/2025 14:40,aa-87-13-85,19.2,43,3,8,11,,
1/3/2025 14:45,aa-87-13-85,18.7,44.2,2,6,10,,
1/3/2025 14:50,aa-87-13-85,18.5,44.5,3,10,16,5.14,250
1/3/2025 14:55,aa-87-13-85,18.4,44.4,5,10,16,,
1/3/2025 15:00,aa-87-13-85,18.3,44.9,1,7,11,,
1/3/2025 15:05,aa-87-13-85,18.5,44.4,1,6,11,5.66,260
1/3/2025 15:10,aa-87-13-85,18.5,43.8,5,10,15,5.66,280
1/3/2025 15:15,aa-87-13-85,18.2,43.7,1,6,10,,
1/3/2025 15:20,aa-87-13-85,18.3,44.2,2,11,18,,
1/3/2025 15:25,aa-87-13-85,18.5,43.8,2,7,11,,
1/3/2025 15:30,aa-87-13-85,19.2,42.8,4,7,8,5.66,280
1/3/2025 15:35,aa-87-13-85,19.9,41,5,7,10,,
1/3/2025 15:40,aa-87-13-85,20.8,38.1,3,6,10,,
1/3/2025 15:45,aa-87-13-85,20.8,38.2,2,8,14,5.66,280
1/3/2025 15:50,aa-87-13-85,21.3,36.9,2,6,11,,
1/3/2025 15:55,aa-87-13-85,21.6,35.8,1,4,7,,
1/3/2025 16:00,aa-87-13-85,21.6,35.7,3,4,7,,
1/3/2025 16:05,aa-87-13-85,21.7,35.5,2,6,9,5.14,280
1/3/2025 16:10,aa-87-13-85,21.7,35.7,2,9,15,,
1/3/2025 16:15,aa-87-13-85,21.4,36.3,1,4,7,,
1/3/2025 16:20,aa-87-13-85,20.5,37.7,3,9,14,5.14,280
1/3/2025 16:25,aa-87-13-85,19.7,37.9,2,8,13,,
1/3/2025 16:30,aa-87-13-85,18.9,39.6,1,3,6,,
1/3/2025 16:35,aa-87-13-85,18.3,40.8,1,4,7,5.14,280
1/3/2025 16:40,aa-87-13-85,17.7,41.4,1,4,7,5.14,280
1/3/2025 16:45,aa-87-13-85,17.3,42.3,2,8,13,,
1/3/2025 16:50,aa-87-13-85,16.9,43,3,8,12,,
1/3/2025 16:55,aa-87-13-85,16.6,43.6,1,3,5,,
1/3/2025 17:00,aa-87-13-85,16.3,44,1,6,10,,
1/3/2025 17:05,aa-87-13-85,16.1,44.9,1,6,10,2.57,320
1/3/2025 17:10,aa-87-13-85,15.8,45,2,6,10,,
1/3/2025 17:15,aa-87-13-85,15.6,45.5,0,2,4,2.57,320
1/3/2025 17:20,aa-87-13-85,15.4,46.2,3,6,11,,
1/3/2025 17:25,aa-87-13-85,15.2,46.8,2,6,9,,
1/3/2025 17:30,aa-87-13-85,15,47.6,1,4,7,,
1/3/2025 17:35,aa-87-13-85,14.9,48.2,2,8,13,3.09,260
1/3/2025 17:40,aa-87-13-85,14.8,48.5,2,8,13,,
1/3/2025 17:45,aa-87-13-85,14.7,48.9,1,2,4,,
1/3/2025 17:50,aa-87-13-85,14.7,49,3,15,25,3.09,260
1/3/2025 17:55,aa-87-13-85,14.6,49.2,2,6,11,0.45,234
1/3/2025 18:00,aa-87-13-85,14.5,49.4,1,6,10,,
1/3/2025 18:05,aa-87-13-85,14.4,49.2,3,7,10,,
1/3/2025 18:10,aa-87-13-85,14.4,49.3,2,5,7,0.89,229
1/3/2025 18:15,aa-87-13-85,14.3,49.9,2,9,15,,
1/3/2025 18:20,aa-87-13-85,14.3,50.1,1,4,7,,
1/3/2025 18:25,aa-87-13-85,14.3,50.1,3,10,15,,
1/3/2025 18:30,aa-87-13-85,14.2,50.2,1,3,4,0.45,252
1/3/2025 18:35,aa-87-13-85,14.2,50.1,4,7,9,,
1/3/2025 18:40,aa-87-13-85,14.2,50.1,1,5,8,,
1/3/2025 18:45,aa-87-13-85,14.1,50.3,2,6,9,0.45,158
1/3/2025 18:50,aa-87-13-85,13.9,50.3,1,6,9,,
1/3/2025 18:55,aa-87-13-85,13.9,50.6,1,7,11,,
1/3/2025 19:00,aa-87-13-85,13.9,51.1,2,8,12,,
1/3/2025 19:05,aa-87-13-85,13.9,51,1,4,7,0,0
1/3/2025 19:10,aa-87-13-85,13.8,51.4,2,9,14,,
1/3/2025 19:15,aa-87-13-85,13.7,51.7,2,8,13,0,0
1/3/2025 19:20,aa-87-13-85,13.7,51.7,4,13,21,,
1/3/2025 19:25,aa-87-13-85,13.6,52.2,1,4,7,0.45,353
1/3/2025 19:30,aa-87-13-85,13.5,52.2,1,4,7,,
1/3/2025 19:35,aa-87-13-85,13.5,52.7,1,4,7,,
1/3/2025 19:40,aa-87-13-85,13.6,52.5,1,5,8,0.89,177
1/3/2025 19:45,aa-87-13-85,13.6,52.3,2,7,11,,
1/3/2025 19:50,aa-87-13-85,13.6,52.3,1,6,10,,
1/3/2025 19:55,aa-87-13-85,13.5,52.5,3,7,11,,
1/3/2025 20:00,aa-87-13-85,13.5,53.1,2,9,14,,
1/3/2025 20:05,aa-87-13-85,13.4,53.6,2,7,11,2.06,200
1/3/2025 20:10,aa-87-13-85,13.3,54,2,7,12,2.57,0
1/3/2025 20:15,aa-87-13-85,13.3,54.1,2,4,7,,
1/3/2025 20:20,aa-87-13-85,13.3,53.6,2,6,9,,
1/3/2025 20:25,aa-87-13-85,13.4,53.8,3,6,11,,
1/3/2025 20:30,aa-87-13-85,13.4,53.8,3,7,11,,
1/3/2025 20:35,aa-87-13-85,13.5,53.8,1,6,11,2.57,0
1/3/2025 20:40,aa-87-13-85,13.6,53.5,2,3,4,,
1/3/2025 20:45,aa-87-13-85,13.7,53.3,5,19,30,2.57,0
1/3/2025 20:50,aa-87-13-85,13.7,53.1,1,6,10,,
1/3/2025 20:55,aa-87-13-85,13.8,53.2,1,6,9,,
1/3/2025 21:00,aa-87-13-85,13.7,53.2,4,11,18,,
1/3/2025 21:05,aa-87-13-85,13.7,53.7,3,9,15,2.06,0
1/3/2025 21:10,aa-87-13-85,13.6,53.6,2,8,14,2.06,0
1/3/2025 21:15,aa-87-13-85,13.6,53.5,1,6,11,,
1/3/2025 21:20,aa-87-13-85,13.6,53.4,3,8,14,,
1/3/2025 21:25,aa-87-13-85,13.5,53.8,2,8,12,,
1/3/2025 21:30,aa-87-13-85,13.5,53.7,3,6,9,,
1/3/2025 21:35,aa-87-13-85,13.5,53.6,1,5,9,2.06,0
1/3/2025 21:40,aa-87-13-85,13.5,53.6,1,5,8,,
1/3/2025 21:45,aa-87-13-85,13.6,53.4,1,4,7,,
1/3/2025 21:50,aa-87-13-85,13.7,53.2,1,4,7,2.06,0
1/3/2025 21:55,aa-87-13-85,13.7,52.9,2,6,9,,
1/3/2025 22:00,aa-87-13-85,13.8,52.2,2,9,14,,
1/3/2025 22:05,aa-87-13-85,13.6,52,3,15,24,2.06,230
1/3/2025 22:10,aa-87-13-85,13.4,52.8,4,13,21,,
1/3/2025 22:15,aa-87-13-85,13.3,53.4,2,9,13,,
1/3/2025 22:20,aa-87-13-85,13.3,54.1,3,6,8,2.06,230
1/3/2025 22:25,aa-87-13-85,13.3,54,2,8,14,,
1/3/2025 22:30,aa-87-13-85,13.4,54.1,2,10,16,,
1/3/2025 22:35,aa-87-13-85,13.4,54,2,6,11,1.79,161
1/3/2025 22:40,aa-87-13-85,13.4,54.2,3,8,13,1.79,161
1/3/2025 22:45,aa-87-13-85,13.4,54.4,2,9,15,,
1/3/2025 22:50,aa-87-13-85,13.4,54.2,3,8,14,,
1/3/2025 22:55,aa-87-13-85,13.4,54.5,2,6,11,,
1/3/2025 23:00,aa-87-13-85,13.5,54.6,3,6,9,,
1/3/2025 23:05,aa-87-13-85,13.5,54.4,2,8,13,1.54,150
1/3/2025 23:10,aa-87-13-85,13.5,54.4,1,4,7,,
1/3/2025 23:15,aa-87-13-85,13.6,54.3,2,7,12,,
1/3/2025 23:20,aa-87-13-85,13.7,54.2,2,8,12,1.54,150
1/3/2025 23:25,aa-87-13-85,13.9,53.3,1,6,10,,
1/3/2025 23:30,aa-87-13-85,13.9,52.8,2,7,12,1.54,170
1/3/2025 23:35,aa-87-13-85,14,53,1,4,7,,
1/3/2025 23:40,aa-87-13-85,14,52.5,1,4,7,,
1/3/2025 23:45,aa-87-13-85,14,52.2,6,16,24,0.45,150
1/3/2025 23:50,aa-87-13-85,13.9,51.8,1,4,7,,
1/3/2025 23:55,aa-87-13-85,13.9,51.5,1,4,7,0.45,113
1/4/2025 0:00,aa-87-13-85,13.9,51.8,1,7,12,,
1/4/2025 0:05,aa-87-13-85,13.9,50.5,3,12,19,,
1/4/2025 0:10,aa-87-13-85,13.7,51.1,1,4,7,,
1/4/2025 0:15,aa-87-13-85,13.5,51.1,3,7,12,,
1/4/2025 0:20,aa-87-13-85,13.3,51.2,2,7,11,0.89,140
1/4/2025 0:25,aa-87-13-85,13.1,51.8,3,11,18,,
1/4/2025 0:30,aa-87-13-85,12.9,52.4,4,7,11,,
1/4/2025 0:35,aa-87-13-85,12.8,52.4,5,19,31,1.54,130
1/4/2025 0:40,aa-87-13-85,12.6,53.2,3,5,7,,
1/4/2025 0:45,aa-87-13-85,12.6,55.6,2,11,17,1.54,150
1/4/2025 0:50,aa-87-13-85,12.7,55.5,3,13,22,,
1/4/2025 0:55,aa-87-13-85,12.7,53.9,8,16,27,,
1/4/2025 1:00,aa-87-13-85,12.5,54.5,3,9,14,,
1/4/2025 1:05,aa-87-13-85,12.4,54,5,20,32,2.06,140
1/4/2025 1:10,aa-87-13-85,12.3,53.9,7,10,12,,
1/4/2025 1:15,aa-87-13-85,12.1,54.2,3,11,17,,
1/4/2025 1:20,aa-87-13-85,12.1,54.6,2,9,14,2.06,140
1/4/2025 1:25,aa-87-13-85,12,54.7,5,10,17,,
1/4/2025 1:30,aa-87-13-85,12.1,55.7,1,6,10,,
1/4/2025 1:35,aa-87-13-85,12.4,58,3,6,11,1.54,140
1/4/2025 1:40,aa-87-13-85,12.7,57.6,2,7,12,,
1/4/2025 1:45,aa-87-13-85,12.8,56.6,5,7,11,,
1/4/2025 1:50,aa-87-13-85,12.9,56.1,2,5,9,2.06,160
1/4/2025 1:55,aa-87-13-85,12.9,55.9,2,8,13,,
1/4/2025 2:00,aa-87-13-85,12.9,56.1,2,10,16,,
1/4/2025 2:05,aa-87-13-85,12.9,56.1,1,4,7,0.89,175
1/4/2025 2:10,aa-87-13-85,12.9,55.8,3,6,10,,
1/4/2025 2:15,aa-87-13-85,12.9,55.9,3,9,15,,
1/4/2025 2:20,aa-87-13-85,12.9,56,1,5,8,2.57,170
1/4/2025 2:25,aa-87-13-85,12.9,55.9,1,3,6,,
1/4/2025 2:30,aa-87-13-85,13.1,55.9,1,5,8,,
1/4/2025 2:35,aa-87-13-85,13.2,55.6,2,10,16,2.57,170
1/4/2025 2:40,aa-87-13-85,13.2,54.1,5,9,15,,
1/4/2025 2:45,aa-87-13-85,13.1,53.8,3,7,11,,
1/4/2025 2:50,aa-87-13-85,13.1,54.1,1,5,8,2.06,80
1/4/2025 2:55,aa-87-13-85,13.1,55.1,2,8,13,,
1/4/2025 3:00,aa-87-13-85,13.3,55.2,2,9,14,,
1/4/2025 3:05,aa-87-13-85,13.5,54.9,1,4,6,2.06,190
1/4/2025 3:10,aa-87-13-85,13.9,54.1,2,6,11,,
1/4/2025 3:15,aa-87-13-85,14,53.6,1,3,6,2.06,190
1/4/2025 3:20,aa-87-13-85,14,53.1,1,6,10,,
1/4/2025 3:25,aa-87-13-85,13.9,53.3,2,8,13,,
1/4/2025 3:30,aa-87-13-85,13.8,53.4,2,7,11,,
1/4/2025 3:35,aa-87-13-85,13.6,53.6,3,13,22,2.06,210
1/4/2025 3:40,aa-87-13-85,13.4,54.1,2,9,15,,
1/4/2025 3:45,aa-87-13-85,13.2,53.7,2,11,17,,
1/4/2025 3:50,aa-87-13-85,13,52.8,2,9,14,0.89,188
1/4/2025 3:55,aa-87-13-85,12.8,53,1,3,6,,
1/4/2025 4:00,aa-87-13-85,12.6,53.9,2,7,11,0.89,188
1/4/2025 4:05,aa-87-13-85,12.5,54.1,1,4,7,,
1/4/2025 4:10,aa-87-13-85,12.5,55.1,3,8,14,,
1/4/2025 4:15,aa-87-13-85,12.6,56.4,2,8,14,0.89,186
1/4/2025 4:20,aa-87-13-85,12.8,55.6,5,8,13,,
1/4/2025 4:25,aa-87-13-85,12.6,55,3,8,13,,
1/4/2025 4:30,aa-87-13-85,12.5,53.8,2,9,15,0.45,185
1/4/2025 4:35,aa-87-13-85,12.4,53.7,2,9,15,,
1/4/2025 4:40,aa-87-13-85,12.2,53.9,4,14,21,,
1/4/2025 4:45,aa-87-13-85,12.1,53.9,2,8,14,0.89,184
1/4/2025 4:50,aa-87-13-85,12.2,55.4,1,6,11,,
1/4/2025 4:55,aa-87-13-85,12.3,57.1,3,6,8,,
1/4/2025 5:00,aa-87-13-85,12.6,56.6,1,2,3,,
1/4/2025 5:05,aa-87-13-85,12.7,55.7,3,4,7,1.34,167
1/4/2025 5:10,aa-87-13-85,12.8,55.7,6,21,34,,
1/4/2025 5:15,aa-87-13-85,12.8,55.4,2,5,7,1.34,167
1/4/2025 5:20,aa-87-13-85,12.9,55.3,1,7,11,,
1/4/2025 5:25,aa-87-13-85,12.8,55.5,2,9,14,1.54,250
1/4/2025 5:30,aa-87-13-85,12.9,55,8,18,26,,
1/4/2025 5:35,aa-87-13-85,12.8,54.4,3,13,21,,
1/4/2025 5:40,aa-87-13-85,12.7,54.6,2,9,14,,
1/4/2025 5:45,aa-87-13-85,12.5,55.2,2,6,9,3.6,100
1/4/2025 5:50,aa-87-13-85,12.3,56.4,2,4,7,,
1/4/2025 5:55,aa-87-13-85,12.4,56.5,4,7,11,,
1/4/2025 6:00,aa-87-13-85,12.4,55.3,1,4,7,0.45,225
1/4/2025 6:05,aa-87-13-85,12.4,54.2,4,9,14,,
1/4/2025 6:10,aa-87-13-85,12.4,55.6,1,6,10,,
1/4/2025 6:15,aa-87-13-85,12.5,56.3,3,15,25,0.45,315
1/4/2025 6:20,aa-87-13-85,12.5,56.5,1,4,7,,
1/4/2025 6:25,aa-87-13-85,12.6,56.3,2,9,14,,
1/4/2025 6:30,aa-87-13-85,12.7,56,1,4,7,,
1/4/2025 6:35,aa-87-13-85,12.7,56.1,2,7,11,0.89,182
1/4/2025 6:40,aa-87-13-85,12.8,56.1,1,6,11,,
1/4/2025 6:45,aa-87-13-85,12.9,55,2,5,8,0.89,182
1/4/2025 6:50,aa-87-13-85,12.8,54.8,2,6,9,,
1/4/2025 6:55,aa-87-13-85,12.8,55.9,2,11,18,,
1/4/2025 7:00,aa-87-13-85,12.9,56.5,2,9,15,0.45,155
1/4/2025 7:05,aa-87-13-85,13,55.2,2,6,10,,
1/4/2025 7:10,aa-87-13-85,12.7,54,2,11,18,2.06,0
1/4/2025 7:15,aa-87-13-85,12.5,54.5,3,8,12,,
1/4/2025 7:20,aa-87-13-85,12.4,54.8,3,9,14,,
1/4/2025 7:25,aa-87-13-85,12.2,55.1,3,11,17,,
1/4/2025 7:30,aa-87-13-85,12.2,55,4,9,15,,
1/4/2025 7:35,aa-87-13-85,12.1,54.6,4,17,28,2.06,0
1/4/2025 7:40,aa-87-13-85,12,55.3,5,17,27,,
1/4/2025 7:45,aa-87-13-85,12.1,55.8,3,4,7,,
1/4/2025 7:50,aa-87-13-85,12.2,56.2,1,5,8,2.06,0
1/4/2025 7:55,aa-87-13-85,12.4,56.5,3,11,17,,
1/4/2025 8:00,aa-87-13-85,12.8,57.2,1,5,9,,
1/4/2025 8:05,aa-87-13-85,13.1,57,1,6,11,0.89,178
1/4/2025 8:10,aa-87-13-85,13.5,56.5,2,9,15,,
1/4/2025 8:15,aa-87-13-85,13.9,55.9,1,4,7,,
1/4/2025 8:20,aa-87-13-85,14.2,55.6,3,15,25,2.06,120
1/4/2025 8:25,aa-87-13-85,14.5,54,1,6,11,,
1/4/2025 8:30,aa-87-13-85,14.7,52.9,2,8,13,,
1/4/2025 8:35,aa-87-13-85,15,52.4,3,11,18,2.06,120
1/4/2025 8:40,aa-87-13-85,15.3,51.9,5,9,15,,
1/4/2025 8:45,aa-87-13-85,15.5,51.5,3,6,9,,
1/4/2025 8:50,aa-87-13-85,16,51.3,2,11,17,0,0
1/4/2025 8:55,aa-87-13-85,16.7,50.3,2,9,15,,
1/4/2025 9:00,aa-87-13-85,17.2,49.2,2,6,11,0,0
1/4/2025 9:05,aa-87-13-85,17.5,49.2,3,12,20,,
1/4/2025 9:10,aa-87-13-85,17.9,49.9,4,6,10,,
1/4/2025 9:15,aa-87-13-85,18.6,49.2,2,9,15,,
1/4/2025 9:20,aa-87-13-85,19.1,46.5,2,11,17,0.89,171
1/4/2025 9:25,aa-87-13-85,19.3,46.3,2,4,7,,
1/4/2025 9:30,aa-87-13-85,19.5,46.6,2,9,14,0.89,171
1/4/2025 9:35,aa-87-13-85,19.6,46.1,6,20,32,,
1/4/2025 9:40,aa-87-13-85,19.7,45.6,2,7,11,,
1/4/2025 9:45,aa-87-13-85,20.2,44.5,3,7,11,,
1/4/2025 9:50,aa-87-13-85,20.8,43.7,2,7,12,0.45,192
1/4/2025 9:55,aa-87-13-85,21.3,42.8,2,7,11,,
1/4/2025 10:00,aa-87-13-85,21.8,41.6,3,12,20,,
1/4/2025 10:05,aa-87-13-85,22.1,40.4,2,6,10,0.45,16
1/4/2025 10:10,aa-87-13-85,22,40.4,3,6,10,,
1/4/2025 10:15,aa-87-13-85,22.1,40.1,2,10,16,0.89,68
1/4/2025 10:20,aa-87-13-85,22.3,39.8,3,10,16,,
1/4/2025 10:25,aa-87-13-85,22.6,39,4,9,13,,
1/4/2025 10:30,aa-87-13-85,22.8,39,5,12,17,,
1/4/2025 10:35,aa-87-13-85,23.3,38.2,3,12,20,1.54,0
1/4/2025 10:40,aa-87-13-85,23.9,37.5,9,11,13,1.54,0
1/4/2025 10:45,aa-87-13-85,23.9,37.6,3,13,21,,
1/4/2025 10:50,aa-87-13-85,23.5,37.9,3,7,11,,
1/4/2025 10:55,aa-87-13-85,23.3,37.8,2,7,11,,
1/4/2025 11:00,aa-87-13-85,23,37.5,3,9,15,,
1/4/2025 11:05,aa-87-13-85,22.9,37.2,3,11,19,1.54,0
1/4/2025 11:10,aa-87-13-85,22.7,37.8,5,7,11,,
1/4/2025 11:15,aa-87-13-85,22.5,38,2,9,15,,
1/4/2025 11:20,aa-87-13-85,22.1,37.8,3,7,11,1.54,0
1/4/2025 11:25,aa-87-13-85,22,38.1,2,9,15,,
1/4/2025 11:30,aa-87-13-85,22.2,37.6,3,8,14,,
1/4/2025 11:35,aa-87-13-85,22.8,36.6,4,11,19,1.54,0
1/4/2025 11:40,aa-87-13-85,23.2,36,3,8,13,,
1/4/2025 11:45,aa-87-13-85,23.2,35.1,2,9,15,1.54,20
1/4/2025 11:50,aa-87-13-85,22.8,35.7,2,8,14,,
1/4/2025 11:55,aa-87-13-85,22.5,36.4,5,9,14,,
1/4/2025 12:00,aa-87-13-85,22.5,36.5,3,7,11,,
1/4/2025 12:05,aa-87-13-85,22.9,35.9,5,8,11,2.06,20
1/4/2025 12:10,aa-87-13-85,23.6,35.2,2,8,14,,
1/4/2025 12:15,aa-87-13-85,23.6,34.7,3,12,20,,
1/4/2025 12:20,aa-87-13-85,23.2,34.7,3,8,12,1.54,350
1/4/2025 12:25,aa-87-13-85,22.8,34.8,2,5,8,,
1/4/2025 12:30,aa-87-13-85,22.5,35.1,7,9,11,,
1/4/2025 12:35,aa-87-13-85,22.7,34.6,3,12,19,1.54,350
1/4/2025 12:40,aa-87-13-85,23.3,34,3,12,19,,
1/4/2025 12:45,aa-87-13-85,23.6,32.9,3,12,20,2.06,330
1/4/2025 12:50,aa-87-13-85,23.4,34,4,12,20,,
1/4/2025 12:55,aa-87-13-85,23.4,33.7,4,9,14,1.54,0
1/4/2025 13:00,aa-87-13-85,23.6,32.5,3,6,10,,
1/4/2025 13:05,aa-87-13-85,24.1,31.4,1,4,7,,
1/4/2025 13:10,aa-87-13-85,24.9,30.1,2,6,10,,
1/4/2025 13:15,aa-87-13-85,25.4,29.3,2,4,7,,
1/4/2025 13:20,aa-87-13-85,25.3,29.4,1,6,9,2.06,290
1/4/2025 13:25,aa-87-13-85,25.3,28.4,1,4,7,,
1/4/2025 13:30,aa-87-13-85,25,27.7,1,2,3,2.06,290
1/4/2025 13:35,aa-87-13-85,24.7,28.6,2,9,15,,
1/4/2025 13:40,aa-87-13-85,24.9,28.1,1,4,7,,
1/4/2025 13:45,aa-87-13-85,24.7,28,2,6,11,,
1/4/2025 13:50,aa-87-13-85,24.5,28.5,1,5,8,2.06,280
1/4/2025 13:55,aa-87-13-85,24.6,28.1,2,9,15,,
1/4/2025 14:00,aa-87-13-85,24.1,29.1,1,5,8,,
1/4/2025 14:05,aa-87-13-85,23.4,29.6,1,7,11,3.09,320
1/4/2025 14:10,aa-87-13-85,22.6,30.8,2,9,15,,
1/4/2025 14:15,aa-87-13-85,21.9,32,2,4,6,,
1/4/2025 14:20,aa-87-13-85,21.4,32.8,3,8,12,3.09,320
1/4/2025 14:25,aa-87-13-85,20.8,34,3,6,9,,
1/4/2025 14:30,aa-87-13-85,20.6,34.5,3,6,8,,
1/4/2025 14:35,aa-87-13-85,20.4,34.1,1,4,7,3.09,320
1/4/2025 14:40,aa-87-13-85,20,35.1,4,10,16,,
1/4/2025 14:45,aa-87-13-85,19.7,35.7,2,8,13,,
1/4/2025 14:50,aa-87-13-85,19.4,36.1,2,10,17,3.6,310
1/4/2025 14:55,aa-87-13-85,19.3,36.4,1,6,10,,
1/4/2025 15:00,aa-87-13-85,19.2,35.8,1,4,7,4.12,320
1/4/2025 15:05,aa-87-13-85,19,36.3,1,5,8,,
1/4/2025 15:10,aa-87-13-85,18.9,36,1,2,3,,
1/4/2025 15:15,aa-87-13-85,18.8,36.3,3,7,11,3.6,300
1/4/2025 15:20,aa-87-13-85,18.6,36.6,2,3,4,,
1/4/2025 15:25,aa-87-13-85,18.5,37.4,2,7,11,,
1/4/2025 15:30,aa-87-13-85,18.4,37.9,3,9,14,3.6,300
1/4/2025 15:35,aa-87-13-85,18.4,37.9,2,7,12,,
1/4/2025 15:40,aa-87-13-85,18.4,38,2,6,9,,
1/4/2025 15:45,aa-87-13-85,18.4,38.3,4,11,18,3.6,300
