time,stationID,T,RH,PM1P0,PM2P5,PM4P0,w_speed,w_deg
12/18/2024 0:05,aa-87-13-85,10.5,64.6,6,10,14,,
12/18/2024 0:10,aa-87-13-85,10.5,64,6,7,9,3.09,270
12/18/2024 0:15,aa-87-13-85,10.4,63.2,5,11,16,,
12/18/2024 0:20,aa-87-13-85,10.3,63,7,9,14,,
12/18/2024 0:25,aa-87-13-85,10.1,62.9,7,8,11,,
12/18/2024 0:30,aa-87-13-85,10.1,63.6,6,11,15,,
12/18/2024 0:35,aa-87-13-85,10.1,64.5,5,7,11,3.09,270
12/18/2024 0:40,aa-87-13-85,10.2,65.4,3,6,10,,
12/18/2024 0:45,aa-87-13-85,10.5,66.7,3,7,10,,
12/18/2024 0:50,aa-87-13-85,10.8,66.2,3,6,8,2.06,280
12/18/2024 0:55,aa-87-13-85,11.1,65.5,3,5,8,,
12/18/2024 1:00,aa-87-13-85,11.2,64.5,1,4,8,,
12/18/2024 1:05,aa-87-13-85,11.3,62.8,5,6,11,2.57,250
12/18/2024 1:10,aa-87-13-85,11.2,61.5,3,7,10,,
12/18/2024 1:15,aa-87-13-85,11.1,62.2,2,3,4,,
12/18/2024 1:20,aa-87-13-85,11.6,61,3,4,7,2.06,270
12/18/2024 1:25,aa-87-13-85,12,60.2,3,6,9,,
12/18/2024 1:30,aa-87-13-85,12.3,59.6,3,5,8,,
12/18/2024 1:35,aa-87-13-85,12.4,58.6,2,4,7,2.06,270
12/18/2024 1:40,aa-87-13-85,12.4,58.1,4,11,17,,
12/18/2024 1:45,aa-87-13-85,12.4,57.9,1,4,7,,
12/18/2024 1:50,aa-87-13-85,12.2,57.1,3,3,6,0.89,175
12/18/2024 1:55,aa-87-13-85,12.1,57,3,6,8,0.89,175
12/18/2024 2:00,aa-87-13-85,12.1,56.6,2,3,6,,
12/18/2024 2:05,aa-87-13-85,12.1,56.5,3,6,8,,
12/18/2024 2:10,aa-87-13-85,12,56.6,3,4,7,,
12/18/2024 2:15,aa-87-13-85,12,56.3,1,4,7,1.34,167
12/18/2024 2:20,aa-87-13-85,11.9,56.3,1,6,10,,
12/18/2024 2:25,aa-87-13-85,11.9,56.2,1,5,8,,
12/18/2024 2:30,aa-87-13-85,11.8,56.3,3,9,14,1.34,153
12/18/2024 2:35,aa-87-13-85,11.8,56.4,2,6,10,,
12/18/2024 2:40,aa-87-13-85,11.8,56.3,3,9,14,,
12/18/2024 2:45,aa-87-13-85,11.8,56.2,2,3,4,1.79,186
12/18/2024 2:50,aa-87-13-85,11.8,56.1,1,2,4,,
12/18/2024 2:55,aa-87-13-85,11.8,55.9,2,4,7,,
12/18/2024 3:00,aa-87-13-85,11.8,55.9,2,4,7,,
12/18/2024 3:05,aa-87-13-85,11.6,56,1,3,6,1.79,175
12/18/2024 3:10,aa-87-13-85,11.5,56.2,1,4,5,,
12/18/2024 3:15,aa-87-13-85,11.4,56.4,2,6,9,0,0
12/18/2024 3:20,aa-87-13-85,11.4,56.4,2,8,13,,
12/18/2024 3:25,aa-87-13-85,11.2,56.5,2,5,8,,
12/18/2024 3:30,aa-87-13-85,11.1,56.8,1,2,4,,
12/18/2024 3:35,aa-87-13-85,11.1,57,1,3,6,1.79,179
12/18/2024 3:40,aa-87-13-85,11,57.5,2,6,9,0,0
12/18/2024 3:45,aa-87-13-85,11,57.4,2,4,7,,
12/18/2024 3:50,aa-87-13-85,11,57.2,1,4,7,,
12/18/2024 3:55,aa-87-13-85,11.1,57.3,1,3,5,,
12/18/2024 4:00,aa-87-13-85,11.1,56.9,2,9,14,1.54,300
12/18/2024 4:05,aa-87-13-85,11.1,57,2,6,9,,
12/18/2024 4:10,aa-87-13-85,11.1,56.8,1,3,6,0,0
12/18/2024 4:15,aa-87-13-85,11,56.8,1,2,4,,
12/18/2024 4:20,aa-87-13-85,11,56.9,1,2,3,,
12/18/2024 4:25,aa-87-13-85,11,56.9,1,2,4,,
12/18/2024 4:30,aa-87-13-85,11,56.7,1,2,3,,
12/18/2024 4:35,aa-87-13-85,11,57,1,6,9,1.54,250
12/18/2024 4:40,aa-87-13-85,11.1,56.7,2,4,7,,
12/18/2024 4:45,aa-87-13-85,11.1,56.3,1,3,5,,
12/18/2024 4:50,aa-87-13-85,11,56.5,1,5,8,0,0
12/18/2024 4:55,aa-87-13-85,11,56.3,3,4,5,0,0
12/18/2024 5:00,aa-87-13-85,10.9,56.5,2,6,9,,
12/18/2024 5:05,aa-87-13-85,11,56.6,2,4,7,,
12/18/2024 5:10,aa-87-13-85,11,56.7,1,4,7,,
12/18/2024 5:15,aa-87-13-85,11.1,56.6,1,2,3,,
12/18/2024 5:20,aa-87-13-85,11.5,55.8,1,4,7,0,0
12/18/2024 5:25,aa-87-13-85,11.6,54.8,1,2,3,,
12/18/2024 5:30,aa-87-13-85,11.6,54.7,1,3,5,,
12/18/2024 5:35,aa-87-13-85,11.8,54,1,4,7,1.54,130
12/18/2024 5:40,aa-87-13-85,12.1,53,1,5,9,,
12/18/2024 5:45,aa-87-13-85,12,52.8,1,2,3,,
12/18/2024 5:50,aa-87-13-85,12.2,52.5,1,4,5,1.23,90
12/18/2024 5:55,aa-87-13-85,12.4,52.1,1,3,5,1.23,90
12/18/2024 6:00,aa-87-13-85,12.7,51,1,4,7,,
12/18/2024 6:05,aa-87-13-85,12.8,50.8,1,4,7,,
12/18/2024 6:10,aa-87-13-85,12.6,51.2,1,3,6,,
12/18/2024 6:15,aa-87-13-85,12.3,51,1,3,6,,
12/18/2024 6:20,aa-87-13-85,12.1,51.6,1,5,8,0,0
12/18/2024 6:25,aa-87-13-85,11.9,52.3,1,4,7,,
12/18/2024 6:30,aa-87-13-85,11.8,52.5,1,2,3,0,0
12/18/2024 6:35,aa-87-13-85,11.8,52.3,1,4,7,,
12/18/2024 6:40,aa-87-13-85,11.6,53,2,7,12,,
12/18/2024 6:45,aa-87-13-85,11.5,52.9,1,4,7,0,0
12/18/2024 6:50,aa-87-13-85,11.4,52.9,1,5,8,,
12/18/2024 6:55,aa-87-13-85,11.3,53.5,1,4,6,,
12/18/2024 7:00,aa-87-13-85,11.4,53.4,1,6,11,,
12/18/2024 7:05,aa-87-13-85,11.5,53.2,1,3,6,0,0
12/18/2024 7:10,aa-87-13-85,11.7,52.6,1,3,5,,
12/18/2024 7:15,aa-87-13-85,11.8,52.5,1,2,3,,
12/18/2024 7:20,aa-87-13-85,11.7,52.5,1,2,3,2.06,150
12/18/2024 7:25,aa-87-13-85,11.6,52.2,1,1,2,,
12/18/2024 7:30,aa-87-13-85,11.6,52.9,1,4,7,,
12/18/2024 7:35,aa-87-13-85,11.5,54.5,2,5,8,2.06,150
12/18/2024 7:40,aa-87-13-85,11.7,55.2,3,5,8,,
12/18/2024 7:45,aa-87-13-85,11.9,55.5,3,5,7,2.06,130
12/18/2024 7:50,aa-87-13-85,12.2,56.1,2,8,13,,
12/18/2024 7:55,aa-87-13-85,12.6,56.5,3,5,6,,
12/18/2024 8:00,aa-87-13-85,13.1,57.1,3,5,8,,
12/18/2024 8:05,aa-87-13-85,13.6,56.2,4,9,14,2.06,150
12/18/2024 8:10,aa-87-13-85,14,52.7,2,5,8,,
12/18/2024 8:15,aa-87-13-85,14.6,50.1,1,4,7,1.03,67
12/18/2024 8:20,aa-87-13-85,15.4,50.3,2,7,11,,
12/18/2024 8:25,aa-87-13-85,15.9,49,2,8,14,1.03,67
12/18/2024 8:30,aa-87-13-85,16.4,48.4,3,4,6,,
12/18/2024 8:35,aa-87-13-85,16.8,47.2,1,2,4,,
12/18/2024 8:40,aa-87-13-85,16.9,45.5,1,3,6,,
12/18/2024 8:45,aa-87-13-85,16.9,46.3,1,4,5,1.01,72
12/18/2024 8:50,aa-87-13-85,17.3,46.9,3,8,12,,
12/18/2024 8:55,aa-87-13-85,17.9,47.2,1,6,9,,
12/18/2024 9:00,aa-87-13-85,18.4,46.3,2,4,6,,
12/18/2024 9:05,aa-87-13-85,18.9,45.5,1,3,5,0.45,28
12/18/2024 9:10,aa-87-13-85,19.5,44.4,1,4,7,,
12/18/2024 9:15,aa-87-13-85,20.1,42.9,2,4,7,,
12/18/2024 9:20,aa-87-13-85,20.7,42.3,3,6,10,1.01,72
12/18/2024 9:25,aa-87-13-85,21.4,40.7,5,12,18,,
12/18/2024 9:30,aa-87-13-85,21.7,39.7,5,5,8,,
12/18/2024 9:35,aa-87-13-85,21.7,38,6,9,11,1.25,57
12/18/2024 9:40,aa-87-13-85,21.6,36,3,7,11,,
12/18/2024 9:45,aa-87-13-85,21.5,37,4,7,10,0,0
12/18/2024 9:50,aa-87-13-85,21.6,38.3,6,7,9,,
12/18/2024 9:55,aa-87-13-85,21.9,38.3,5,7,11,,
12/18/2024 10:00,aa-87-13-85,22.5,37.4,9,16,21,,
12/18/2024 10:05,aa-87-13-85,22.7,36.8,8,12,16,2.06,0
12/18/2024 10:10,aa-87-13-85,23.1,36.6,7,10,12,1.26,60
12/18/2024 10:15,aa-87-13-85,23.5,35.6,5,9,13,,
12/18/2024 10:20,aa-87-13-85,23.6,34.9,5,9,13,1.26,60
12/18/2024 10:25,aa-87-13-85,23.9,35.1,7,10,13,,
12/18/2024 10:30,aa-87-13-85,24.1,34.2,4,7,11,,
12/18/2024 10:35,aa-87-13-85,24.1,33.9,7,11,15,,
12/18/2024 10:40,aa-87-13-85,24.2,33.7,5,8,11,,
12/18/2024 10:45,aa-87-13-85,24.2,34.5,7,10,14,1.54,10
12/18/2024 10:50,aa-87-13-85,24.4,33.4,6,9,14,,
12/18/2024 10:55,aa-87-13-85,24.7,34.3,7,10,14,,
12/18/2024 11:00,aa-87-13-85,25.3,33,5,7,8,,
12/18/2024 11:05,aa-87-13-85,25.7,32.2,5,9,14,0.89,13
12/18/2024 11:10,aa-87-13-85,26.1,31.1,7,11,15,,
12/18/2024 11:15,aa-87-13-85,26.7,30.6,6,7,10,,
12/18/2024 11:20,aa-87-13-85,27.1,29.8,5,7,8,0.89,30
12/18/2024 11:25,aa-87-13-85,27.4,29,5,8,12,,
12/18/2024 11:30,aa-87-13-85,27.5,28.8,6,8,9,,
12/18/2024 11:35,aa-87-13-85,27.8,28.4,4,6,10,0.89,24
12/18/2024 11:40,aa-87-13-85,27.7,28.2,3,11,18,,
12/18/2024 11:45,aa-87-13-85,27.9,28.1,3,8,12,,
12/18/2024 11:50,aa-87-13-85,28.4,27.6,3,6,8,0.89,29
12/18/2024 11:55,aa-87-13-85,28.6,27.2,3,8,13,,
12/18/2024 12:00,aa-87-13-85,29.2,26.4,3,6,9,0.89,69
12/18/2024 12:05,aa-87-13-85,29.8,25.9,3,7,10,,
12/18/2024 12:10,aa-87-13-85,30,25.6,3,5,8,,
12/18/2024 12:15,aa-87-13-85,30.2,25.4,2,7,11,,
12/18/2024 12:20,aa-87-13-85,30.4,25.1,5,8,13,1.34,134
12/18/2024 12:25,aa-87-13-85,30.8,24.5,3,8,12,,
12/18/2024 12:30,aa-87-13-85,31.4,23.9,2,5,9,,
12/18/2024 12:35,aa-87-13-85,31.7,23.3,3,6,8,0.89,0
12/18/2024 12:40,aa-87-13-85,31.9,23.1,3,4,7,,
12/18/2024 12:45,aa-87-13-85,32.1,22.7,3,6,9,,
12/18/2024 12:50,aa-87-13-85,32.2,22.5,3,8,13,0.89,102
12/18/2024 12:55,aa-87-13-85,32.6,22,3,6,9,,
12/18/2024 13:00,aa-87-13-85,32.8,21.7,3,8,11,1.34,45
12/18/2024 13:05,aa-87-13-85,32.4,21.7,3,6,9,,
12/18/2024 13:10,aa-87-13-85,32.5,21.5,5,7,11,2.24,338
12/18/2024 13:15,aa-87-13-85,32.9,20.9,5,6,8,,
12/18/2024 13:20,aa-87-13-85,32.9,20.8,4,6,11,,
12/18/2024 13:25,aa-87-13-85,32.5,21,5,10,13,,
12/18/2024 13:30,aa-87-13-85,32.3,21.6,5,9,12,,
12/18/2024 13:35,aa-87-13-85,31.9,22.9,7,8,10,1.34,344
12/18/2024 13:40,aa-87-13-85,31.4,23.5,6,7,9,,
12/18/2024 13:45,aa-87-13-85,30.8,24.1,8,12,16,1.79,318
12/18/2024 13:50,aa-87-13-85,30.7,24.5,9,11,15,,
12/18/2024 13:55,aa-87-13-85,30.6,24.5,14,16,19,,
12/18/2024 14:00,aa-87-13-85,30.8,24.5,9,12,15,,
12/18/2024 14:05,aa-87-13-85,31,24.3,13,16,17,1.79,315
12/18/2024 14:10,aa-87-13-85,31.2,24,10,12,15,,
12/18/2024 14:15,aa-87-13-85,31.4,23.7,10,14,16,1.34,9
12/18/2024 14:20,aa-87-13-85,31.2,23.9,11,12,18,,
12/18/2024 14:25,aa-87-13-85,30.6,24.6,11,13,19,,
12/18/2024 14:30,aa-87-13-85,30.2,25,11,15,19,,
12/18/2024 14:35,aa-87-13-85,29.8,25.5,10,13,19,1.79,323
12/18/2024 14:40,aa-87-13-85,29.2,26.2,11,17,24,0.89,16
12/18/2024 14:45,aa-87-13-85,28.5,27.2,10,13,17,,
12/18/2024 14:50,aa-87-13-85,28,27.4,7,10,17,,
12/18/2024 14:55,aa-87-13-85,27.4,28,10,14,20,,
12/18/2024 15:00,aa-87-13-85,26.7,28.8,8,10,12,0.89,338
12/18/2024 15:05,aa-87-13-85,25.8,29.8,7,11,14,,
12/18/2024 15:10,aa-87-13-85,25,30.9,11,21,32,,
12/18/2024 15:15,aa-87-13-85,24.2,32.3,9,15,20,,
12/18/2024 15:20,aa-87-13-85,23.4,33.5,9,13,19,0.89,354
12/18/2024 15:25,aa-87-13-85,22.9,34.3,7,14,20,,
12/18/2024 15:30,aa-87-13-85,22.4,35.2,7,11,15,,
12/18/2024 15:35,aa-87-13-85,21.8,36.5,6,9,12,1.34,0
12/18/2024 15:40,aa-87-13-85,21.3,37.4,6,10,15,,
12/18/2024 15:45,aa-87-13-85,21,37.7,5,7,12,1.79,315
12/18/2024 15:50,aa-87-13-85,21.2,37.6,8,12,15,,
12/18/2024 15:55,aa-87-13-85,21.7,36.6,6,14,20,,
12/18/2024 16:00,aa-87-13-85,21.7,36.1,7,9,10,3.09,340
12/18/2024 16:05,aa-87-13-85,21.4,36.3,6,8,10,,
12/18/2024 16:10,aa-87-13-85,20.9,36.9,7,9,14,,
12/18/2024 16:15,aa-87-13-85,20.4,37.8,7,11,15,,
12/18/2024 16:20,aa-87-13-85,19.7,38.6,5,9,13,3.09,360
12/18/2024 16:25,aa-87-13-85,19.1,39.4,5,9,11,,
12/18/2024 16:30,aa-87-13-85,18.5,40.6,4,8,12,,
12/18/2024 16:35,aa-87-13-85,18,41.7,4,10,16,3.09,360
12/18/2024 16:40,aa-87-13-85,17.4,42.8,3,6,8,,
12/18/2024 16:45,aa-87-13-85,17,44,4,9,14,2.57,310
12/18/2024 16:50,aa-87-13-85,16.5,44.8,8,15,21,,
12/18/2024 16:55,aa-87-13-85,16.1,45.5,7,8,10,,
12/18/2024 17:00,aa-87-13-85,15.7,46.5,6,8,9,3.09,330
12/18/2024 17:05,aa-87-13-85,15.4,47.4,3,7,11,,
12/18/2024 17:10,aa-87-13-85,15.2,49,3,6,8,,
12/18/2024 17:15,aa-87-13-85,14.9,50.5,5,9,14,,
12/18/2024 17:20,aa-87-13-85,14.7,51.5,7,10,14,3.09,330
12/18/2024 17:25,aa-87-13-85,14.5,52.7,11,13,19,4.12,330
12/18/2024 17:30,aa-87-13-85,14.4,53.2,9,11,12,,
12/18/2024 17:35,aa-87-13-85,14.2,53.4,7,15,24,,
12/18/2024 17:40,aa-87-13-85,14.1,54.2,8,12,15,,
12/18/2024 17:45,aa-87-13-85,13.9,54.7,6,12,19,,
12/18/2024 17:50,aa-87-13-85,13.8,55.1,12,16,20,3.6,320
12/18/2024 17:55,aa-87-13-85,13.7,55,8,12,17,,
12/18/2024 18:00,aa-87-13-85,13.5,56.3,8,13,17,,
12/18/2024 18:05,aa-87-13-85,13.4,56.8,9,12,16,4.12,330
12/18/2024 18:10,aa-87-13-85,13.3,56.4,8,12,16,,
12/18/2024 18:15,aa-87-13-85,13.1,57,7,13,18,,
12/18/2024 18:20,aa-87-13-85,13,57.3,7,10,15,4.12,320
12/18/2024 18:25,aa-87-13-85,13,58.1,8,11,14,4.12,320
12/18/2024 18:30,aa-87-13-85,12.9,58.5,10,14,17,,
12/18/2024 18:35,aa-87-13-85,12.9,58.9,11,12,16,,
12/18/2024 18:40,aa-87-13-85,12.9,59,8,13,17,,
12/18/2024 18:45,aa-87-13-85,12.8,57.8,6,6,9,3.6,360
12/18/2024 18:50,aa-87-13-85,12.8,58.9,7,10,13,,
12/18/2024 18:55,aa-87-13-85,12.8,59.3,5,8,11,,
12/18/2024 19:00,aa-87-13-85,12.7,58.5,5,9,13,,
12/18/2024 19:05,aa-87-13-85,12.7,58.6,6,10,14,2.57,350
12/18/2024 19:10,aa-87-13-85,12.7,57.8,7,8,11,,
12/18/2024 19:15,aa-87-13-85,12.6,57.5,6,10,15,2.57,350
12/18/2024 19:20,aa-87-13-85,12.5,57.4,7,13,19,,
12/18/2024 19:25,aa-87-13-85,12.4,58.6,11,21,29,,
12/18/2024 19:30,aa-87-13-85,12.5,58.2,6,13,19,,
12/18/2024 19:35,aa-87-13-85,12.5,57.6,4,9,14,0.45,263
12/18/2024 19:40,aa-87-13-85,12.4,57.5,4,8,13,,
12/18/2024 19:45,aa-87-13-85,12.3,57.6,4,7,12,,
12/18/2024 19:50,aa-87-13-85,12.3,57.4,5,7,11,2.57,230
12/18/2024 19:55,aa-87-13-85,12.5,57,7,11,15,,
12/18/2024 20:00,aa-87-13-85,12.7,56.3,5,10,15,,
12/18/2024 20:05,aa-87-13-85,12.8,56.2,7,10,15,0,0
12/18/2024 20:10,aa-87-13-85,12.9,55,9,11,15,,
12/18/2024 20:15,aa-87-13-85,12.9,54.7,7,10,17,,
12/18/2024 20:20,aa-87-13-85,12.8,54.5,7,8,10,0,0
12/18/2024 20:25,aa-87-13-85,12.7,54.3,6,11,14,,
12/18/2024 20:30,aa-87-13-85,12.6,54.2,4,7,10,,
12/18/2024 20:35,aa-87-13-85,12.5,54,5,6,8,0.89,256
12/18/2024 20:40,aa-87-13-85,12.4,53.5,5,8,11,,
12/18/2024 20:45,aa-87-13-85,12.3,53.1,5,10,15,,
12/18/2024 20:50,aa-87-13-85,12.5,52.2,5,9,13,0,0
12/18/2024 20:55,aa-87-13-85,12.6,51.6,3,5,9,,
12/18/2024 21:00,aa-87-13-85,12.8,50.9,5,10,14,,
12/18/2024 21:05,aa-87-13-85,12.8,50.7,6,15,22,1.54,10
12/18/2024 21:10,aa-87-13-85,12.8,50.2,4,6,8,1.54,10
12/18/2024 21:15,aa-87-13-85,13,49.1,5,8,11,,
12/18/2024 21:20,aa-87-13-85,13.1,48.6,3,6,11,,
12/18/2024 21:25,aa-87-13-85,13.1,48,3,9,14,,
12/18/2024 21:30,aa-87-13-85,13.1,47.9,3,10,15,,
12/18/2024 21:35,aa-87-13-85,13,47.5,5,8,11,1.54,350
12/18/2024 21:40,aa-87-13-85,13.1,47.1,3,15,24,,
12/18/2024 21:45,aa-87-13-85,13.1,46.9,3,5,8,0.89,194
12/18/2024 21:50,aa-87-13-85,13,46.8,3,8,12,,
12/18/2024 21:55,aa-87-13-85,12.8,46.8,4,8,12,,
12/18/2024 22:00,aa-87-13-85,12.5,47.2,5,8,11,,
12/18/2024 22:05,aa-87-13-85,12.3,47.5,6,15,22,1.54,260
12/18/2024 22:10,aa-87-13-85,12.1,47.8,5,7,11,,
12/18/2024 22:15,aa-87-13-85,12.1,47.8,6,13,18,1.54,260
12/18/2024 22:20,aa-87-13-85,12.1,47.9,4,11,18,,
12/18/2024 22:25,aa-87-13-85,12.1,47.8,4,10,14,,
12/18/2024 22:30,aa-87-13-85,12,47.9,5,7,11,,
12/18/2024 22:35,aa-87-13-85,11.9,47.8,4,8,12,0.45,261
12/18/2024 22:40,aa-87-13-85,11.8,47.9,3,5,8,0.45,261
12/18/2024 22:45,aa-87-13-85,11.7,47.8,3,5,8,,
12/18/2024 22:50,aa-87-13-85,11.7,47.9,5,8,12,,
12/18/2024 22:55,aa-87-13-85,11.7,47.9,7,13,19,0.45,253
12/18/2024 23:00,aa-87-13-85,11.6,48.1,3,5,7,,
12/18/2024 23:05,aa-87-13-85,11.5,48.1,4,7,11,,
12/18/2024 23:10,aa-87-13-85,11.5,48,2,7,12,0.45,254
12/18/2024 23:15,aa-87-13-85,11.8,47.5,3,6,8,,
12/18/2024 23:20,aa-87-13-85,12.1,46.7,2,5,8,,
12/18/2024 23:25,aa-87-13-85,12.1,46.4,5,5,6,,
12/18/2024 23:30,aa-87-13-85,11.9,46.5,4,9,14,0.89,236
12/18/2024 23:35,aa-87-13-85,11.7,46.6,3,9,14,,
12/18/2024 23:40,aa-87-13-85,11.5,46.8,4,6,7,,
12/18/2024 23:45,aa-87-13-85,11.3,47.1,2,7,11,,
12/18/2024 23:50,aa-87-13-85,11.2,47.5,6,10,16,0.89,196
12/18/2024 23:55,aa-87-13-85,11.2,47.7,2,4,7,,
12/19/2024 0:00,aa-87-13-85,11.4,47.9,3,9,14,,
12/19/2024 0:05,aa-87-13-85,11.8,46.5,2,5,8,0.89,184
12/19/2024 0:10,aa-87-13-85,12.3,45.2,3,7,10,,
12/19/2024 0:15,aa-87-13-85,12.5,44.7,4,7,10,0.89,199
12/19/2024 0:20,aa-87-13-85,12.7,44.2,3,5,8,,
12/19/2024 0:25,aa-87-13-85,12.9,44,3,8,13,,
12/19/2024 0:30,aa-87-13-85,12.8,43.8,3,6,9,0.45,199
12/19/2024 0:35,aa-87-13-85,12.8,43.7,2,5,8,,
12/19/2024 0:40,aa-87-13-85,12.7,44,2,4,8,1.11,66
12/19/2024 0:45,aa-87-13-85,12.6,44,4,9,14,,
12/19/2024 0:50,aa-87-13-85,12.3,44.4,3,7,11,,
12/19/2024 0:55,aa-87-13-85,12.2,45.2,7,7,8,1.11,66
12/19/2024 1:00,aa-87-13-85,12.1,46.1,6,8,10,,
12/19/2024 1:05,aa-87-13-85,12,47.1,8,11,13,,
12/19/2024 1:10,aa-87-13-85,12.1,47.7,7,9,14,,
12/19/2024 1:15,aa-87-13-85,12,47.6,8,19,30,,
12/19/2024 1:20,aa-87-13-85,11.8,47.3,8,14,22,0,0
12/19/2024 1:25,aa-87-13-85,11.5,47.7,6,9,11,,
12/19/2024 1:30,aa-87-13-85,11.4,48.3,6,10,15,,
12/19/2024 1:35,aa-87-13-85,11.3,48.6,7,11,15,0,0
12/19/2024 1:40,aa-87-13-85,11.3,48.4,5,8,11,,
12/19/2024 1:45,aa-87-13-85,11.3,48.5,7,11,14,0.45,197
12/19/2024 1:50,aa-87-13-85,11.4,48,7,9,10,,
12/19/2024 1:55,aa-87-13-85,11.5,48.2,5,7,10,,
12/19/2024 2:00,aa-87-13-85,11.4,48.1,4,9,13,,
12/19/2024 2:05,aa-87-13-85,11.3,48.5,3,5,7,0,0
12/19/2024 2:10,aa-87-13-85,11.2,48.8,7,8,11,,
12/19/2024 2:15,aa-87-13-85,11.1,48.9,7,16,24,0.45,184
12/19/2024 2:20,aa-87-13-85,11,48.7,6,8,13,,
12/19/2024 2:25,aa-87-13-85,11,48.8,8,14,18,,
12/19/2024 2:30,aa-87-13-85,11,49.2,9,13,19,0.89,184
12/19/2024 2:35,aa-87-13-85,11,49.7,11,14,21,,
12/19/2024 2:40,aa-87-13-85,10.9,49.3,7,13,18,,
12/19/2024 2:45,aa-87-13-85,11,50.2,5,8,12,,
12/19/2024 2:50,aa-87-13-85,11.1,49.7,5,15,22,0.89,183
12/19/2024 2:55,aa-87-13-85,11,49.6,4,6,9,,
12/19/2024 3:00,aa-87-13-85,10.9,49.2,4,5,7,,
12/19/2024 3:05,aa-87-13-85,10.8,50.2,4,6,9,1.09,66
12/19/2024 3:10,aa-87-13-85,10.8,50.3,5,6,9,,
12/19/2024 3:15,aa-87-13-85,10.8,49.7,4,9,14,,
12/19/2024 3:20,aa-87-13-85,10.6,49.7,4,8,11,1.09,66
12/19/2024 3:25,aa-87-13-85,10.5,50.1,7,9,13,1.09,66
12/19/2024 3:30,aa-87-13-85,10.5,50.2,3,7,9,,
12/19/2024 3:35,aa-87-13-85,10.7,50.5,6,10,14,,
12/19/2024 3:40,aa-87-13-85,10.8,50.2,7,12,16,,
12/19/2024 3:45,aa-87-13-85,10.8,49.7,6,10,14,0,0
12/19/2024 3:50,aa-87-13-85,10.7,50,11,16,23,,
12/19/2024 3:55,aa-87-13-85,10.8,50.2,10,15,19,,
12/19/2024 4:00,aa-87-13-85,10.8,50.2,9,22,33,0,0
12/19/2024 4:05,aa-87-13-85,10.8,49.9,7,12,18,,
12/19/2024 4:10,aa-87-13-85,10.8,49.7,4,7,10,,
12/19/2024 4:15,aa-87-13-85,11,49.6,3,6,8,,
12/19/2024 4:20,aa-87-13-85,11.1,49.1,5,9,14,0.89,186
12/19/2024 4:25,aa-87-13-85,11,49.2,11,14,17,,
12/19/2024 4:30,aa-87-13-85,11,49.5,11,12,14,,
12/19/2024 4:35,aa-87-13-85,10.9,50.3,10,14,18,1.15,72
12/19/2024 4:40,aa-87-13-85,10.9,50.4,12,18,22,,
12/19/2024 4:45,aa-87-13-85,11,51,10,23,35,1.15,72
12/19/2024 4:50,aa-87-13-85,11.1,51.1,12,15,18,,
12/19/2024 4:55,aa-87-13-85,11.1,51.5,11,13,17,0.89,183
12/19/2024 5:00,aa-87-13-85,11.2,51.9,11,15,21,,
12/19/2024 5:05,aa-87-13-85,11.1,52.4,11,17,26,,
12/19/2024 5:10,aa-87-13-85,11.1,52.3,13,25,37,,
12/19/2024 5:15,aa-87-13-85,11.1,51.6,11,12,16,1.54,310
12/19/2024 5:20,aa-87-13-85,10.8,51.8,15,18,20,,
12/19/2024 5:25,aa-87-13-85,10.7,52.1,14,15,19,,
12/19/2024 5:30,aa-87-13-85,10.6,52.7,13,18,25,,
12/19/2024 5:35,aa-87-13-85,10.6,52.8,11,20,28,1.34,183
12/19/2024 5:40,aa-87-13-85,10.6,52.5,13,22,28,,
12/19/2024 5:45,aa-87-13-85,10.5,52.7,14,19,24,0.45,183
12/19/2024 5:50,aa-87-13-85,10.4,53.3,13,16,17,,
12/19/2024 5:55,aa-87-13-85,10.3,53.5,14,26,34,,
12/19/2024 6:00,aa-87-13-85,10.5,53.5,19,34,50,,
12/19/2024 6:05,aa-87-13-85,10.5,53.5,15,25,37,0.89,179
12/19/2024 6:10,aa-87-13-85,10.4,54.2,18,26,33,,
12/19/2024 6:15,aa-87-13-85,10.4,54.6,13,19,24,,
12/19/2024 6:20,aa-87-13-85,10.3,54.6,17,21,29,0.89,178
12/19/2024 6:25,aa-87-13-85,10.2,54.6,17,23,26,,
12/19/2024 6:30,aa-87-13-85,10,54.6,13,24,33,,
12/19/2024 6:35,aa-87-13-85,9.95,54.8,19,24,32,0.45,164
12/19/2024 6:40,aa-87-13-85,9.85,55.4,16,23,30,,
12/19/2024 6:45,aa-87-13-85,9.78,55.7,17,21,29,,
12/19/2024 6:50,aa-87-13-85,9.7,55.7,17,26,37,0,0
12/19/2024 6:55,aa-87-13-85,9.6,56.1,13,19,27,,
12/19/2024 7:00,aa-87-13-85,9.54,56.7,17,26,35,,
12/19/2024 7:05,aa-87-13-85,9.55,57.3,17,20,24,1.11,73
12/19/2024 7:10,aa-87-13-85,9.64,57.8,19,29,40,,
12/19/2024 7:15,aa-87-13-85,9.82,57.4,21,28,34,1.11,73
12/19/2024 7:20,aa-87-13-85,9.91,57.3,19,23,32,,
12/19/2024 7:25,aa-87-13-85,9.96,56.9,21,29,38,,
12/19/2024 7:30,aa-87-13-85,9.94,56.6,19,28,37,,
12/19/2024 7:35,aa-87-13-85,10,56.4,13,15,22,0,0
